map,model,sev0_E_dt,sev0_E_e,sev0_PR,sev0_p95_dt,sev0_p95_e,sev2_E_dt,sev2_E_e,sev2_PR,sev2_p95_dt,sev2_p95_e,sev4_E_dt,sev4_E_e,sev4_PR,sev4_p95_dt,sev4_p95_e,sim
jungle,dave2_gru,0.936413575594031,0.6353462045563748,0.2857142857142857,1.0202339517479473,2.3611933464285713,0.9480285403384958,0.6436531007313505,0.20849420849420852,1.0328681650434213,2.476214992814671,0.9552152550159011,0.7387525396615221,0.16216216216216217,1.0581870630177488,2.6686617239521224,udacity
