dt_mean,dt_p95,e_mean,e_p95,map,model,n_conditions,pr,severity,sim,test_type
0.936413575594031,1.0202339517479473,0.6353462045563748,2.3611933464285713,jungle,dave2_gru,1,0.2857142857142857,0,udacity,robustness
0.9472556255712832,1.0354183164768833,0.6436531007313505,2.476214992814671,jungle,dave2_gru,37,0.20849420849420852,2,udacity,robustness
0.9549845343947533,1.0588838673603431,0.7387525396615221,2.6686617239521224,jungle,dave2_gru,37,0.16216216216216217,4,udacity,robustness
