angle_abs_mean_mean,angle_abs_mean_pre_mean,angle_abs_p95_mean,angle_abs_p95_pre_mean,map,mean_segments_passed_per_run,mean_segments_passed_rate_per_run,model,n_entries,n_runs,perturbation,pid_dev_mean_mean,pid_dev_mean_pre_mean,pid_dev_p95_mean,pid_dev_p95_pre_mean,pid_mae_steer_mean,pid_mae_steer_pre_mean,pid_mae_throttle_mean,pid_mae_throttle_pre_mean,primary_metric,segment_pass_rate_micro,severity,sim,test_type,xte_abs_mean_mean,xte_abs_mean_pre_mean,xte_abs_p95_mean,xte_abs_p95_pre_mean
17.76904305394015,14.731382111918608,45.37380885714286,41.02939228571428,jungle,2.0,0.2857142857142857,dave2_gru,7,1,baseline,0.9058994580631526,0.936413575594031,1.038487976093609,1.0202339517479473,0.17210492618609233,0.1603778340506478,0.8711460860176811,0.9064702103863375,mean_segments_passed_rate_per_run,0.2857142857142857,0,udacity,robustness,0.8213118959519919,0.6353462045563748,2.8942062499999994,2.3611933464285713
20.40859335068456,18.612048062298925,60.234052857142835,54.37733307142856,jungle,0.0,0.0,dave2_gru,7,1,canny_edges_mapping,0.9231477624280188,0.950789256114135,1.0904665250836778,1.0828189619777593,0.1732195325152151,0.16162745370286333,0.8750598515934821,0.9090977583591123,mean_segments_passed_rate_per_run,0.0,2,udacity,robustness,0.8888764173639813,0.8699426205443584,3.382984471428569,3.1241408557142845
18.893460137259158,15.330792801250553,47.909925571428566,39.95262642857141,jungle,1.0,0.14285714285714285,dave2_gru,7,1,canny_edges_mapping,0.9153212710910477,0.931861388804723,1.0504166802811132,0.9974177747584104,0.152487139060494,0.12681996089772002,0.8753807231333186,0.9091635327828479,mean_segments_passed_rate_per_run,0.14285714285714285,4,udacity,robustness,0.9668810204812593,0.8744378801859359,4.194410021428571,2.9028656885714277
18.14585397840725,15.314925533547134,46.15517707142857,43.06503499999999,jungle,2.0,0.2857142857142857,dave2_gru,7,1,contrast,0.8984718387211833,0.9322551793304257,1.0552472257952272,1.0224962760502256,0.17948429857932643,0.1666838821401237,0.8599228705483472,0.9011859639120712,mean_segments_passed_rate_per_run,0.2857142857142857,2,udacity,robustness,0.7721462714378078,0.5783626154799498,2.8297177571428564,1.909722157142856
19.890339207777817,17.819709607463373,48.153297571428546,46.21013828571428,jungle,2.0,0.2857142857142857,dave2_gru,7,1,contrast,0.8579696757198979,0.9002104936741665,1.0328289300085154,1.0265316796479933,0.19840269887173898,0.19583724036203046,0.8140967103479301,0.8608539870500687,mean_segments_passed_rate_per_run,0.2857142857142857,4,udacity,robustness,0.8190556664744185,0.7849655356995939,2.8615562499999987,2.833473035714285
22.32695882035427,16.15767373483883,69.05586871428571,41.70875549999999,jungle,1.0,0.14285714285714285,dave2_gru,7,1,cutout_filter,0.9146417541885548,0.93944602576913,1.0932274894139504,1.0257714265796654,0.19438944390992682,0.16348039187822896,0.8613251733085582,0.9065608890210262,mean_segments_passed_rate_per_run,0.14285714285714285,2,udacity,robustness,1.0489358952996202,0.8373862375212024,4.2010195928571425,2.7886499585714275
25.94827862374413,19.01430252502436,76.33799842857141,47.70134907142856,jungle,0.0,0.0,dave2_gru,7,1,cutout_filter,0.8893918349074978,0.9205985699216915,1.1644364267039147,1.0724539468849186,0.23041370339735243,0.1798044273421359,0.8185544460617887,0.8836091688525183,mean_segments_passed_rate_per_run,0.0,4,udacity,robustness,1.3867879275815622,0.9675455968995574,4.989627349999999,3.2653322957142836
15.172917708069107,11.963491003660613,34.297179071428566,30.759471714285684,jungle,2.0,0.2857142857142857,dave2_gru,7,1,defocus_blur,0.9327195673031966,0.9562549738263818,1.028311546339298,1.0106919409887782,0.173037267053236,0.15550131290270017,0.9032252690057219,0.9308598972055911,mean_segments_passed_rate_per_run,0.2857142857142857,2,udacity,robustness,0.6689123045205492,0.43098745862405713,2.6282544071428573,1.9298212314285697
14.451407722894771,12.004800888898918,33.980513142857134,29.74612364285714,jungle,2.0,0.2857142857142857,dave2_gru,7,1,defocus_blur,0.9267534282626636,0.962170704279666,1.0293366890169762,1.019682609174383,0.1655311319921812,0.15114373554923038,0.8936910952947124,0.9363197692133479,mean_segments_passed_rate_per_run,0.2857142857142857,4,udacity,robustness,0.7230213714754549,0.5682629597800885,2.7769118985714276,2.101881498571427
18.378711078550356,14.676918364938993,50.774896357142836,41.02958528571427,jungle,1.0,0.14285714285714285,dave2_gru,7,1,dotted_lines_mapping,0.9134485586494423,0.941304933796617,1.052830887261073,1.020461106621006,0.17480359538626314,0.1572839071853047,0.874368706240873,0.912024805888948,mean_segments_passed_rate_per_run,0.14285714285714285,2,udacity,robustness,0.8942488690664875,0.6572885654477921,3.3624009571428566,2.5756483107142842
18.086263582693256,15.382512023603637,43.82808864285713,40.06863757142855,jungle,1.0,0.14285714285714285,dave2_gru,7,1,dotted_lines_mapping,0.9100707760073549,0.9397856338995064,1.044879183579479,1.026242767267044,0.1649654350245123,0.15438504835494707,0.8725763711096216,0.9109503078977195,mean_segments_passed_rate_per_run,0.14285714285714285,4,udacity,robustness,0.9894480601446024,0.8576400392787819,4.192751464285712,3.0840683785714265
17.62623444657091,14.558275544306811,39.22175721428572,36.069892499999995,jungle,2.0,0.2857142857142857,dave2_gru,7,1,dynamic_lightning_filter,0.9137192441512975,0.936741144376179,1.045495980600048,1.0337465759082005,0.19429733037132735,0.18380585436905333,0.8646721739687496,0.9002144329578569,mean_segments_passed_rate_per_run,0.2857142857142857,2,udacity,robustness,0.7782623423410904,0.6679431856273447,2.994048105714285,2.4544308928571428
