E_dt,E_e,PR,map,model,p95_dt,p95_e,perturbation,severity,sim
0.950789256114135,0.8699426205443584,0.0,jungle,dave2_gru,1.0828189619777593,3.1241408557142845,canny_edges_mapping,2,udacity
0.931861388804723,0.8744378801859359,0.14285714285714285,jungle,dave2_gru,0.9974177747584104,2.9028656885714277,canny_edges_mapping,4,udacity
0.9322551793304257,0.5783626154799498,0.2857142857142857,jungle,dave2_gru,1.0224962760502256,1.909722157142856,contrast,2,udacity
0.9002104936741665,0.7849655356995939,0.2857142857142857,jungle,dave2_gru,1.0265316796479933,2.833473035714285,contrast,4,udacity
0.93944602576913,0.8373862375212024,0.14285714285714285,jungle,dave2_gru,1.0257714265796654,2.7886499585714275,cutout_filter,2,udacity
0.9205985699216915,0.9675455968995574,0.0,jungle,dave2_gru,1.0724539468849186,3.2653322957142836,cutout_filter,4,udacity
0.9562549738263818,0.43098745862405713,0.2857142857142857,jungle,dave2_gru,1.0106919409887782,1.9298212314285697,defocus_blur,2,udacity
0.962170704279666,0.5682629597800885,0.2857142857142857,jungle,dave2_gru,1.019682609174383,2.101881498571427,defocus_blur,4,udacity
0.941304933796617,0.6572885654477921,0.14285714285714285,jungle,dave2_gru,1.020461106621006,2.5756483107142842,dotted_lines_mapping,2,udacity
0.9397856338995064,0.8576400392787819,0.14285714285714285,jungle,dave2_gru,1.026242767267044,3.0840683785714265,dotted_lines_mapping,4,udacity
0.936741144376179,0.6679431856273447,0.2857142857142857,jungle,dave2_gru,1.0337465759082005,2.4544308928571428,dynamic_lightning_filter,2,udacity
0.9114604822811971,1.2358229049047915,0.14285714285714285,jungle,dave2_gru,1.0731363125028743,3.691905057142857,dynamic_lightning_filter,4,udacity
0.9439189492459447,0.6279355562334735,0.14285714285714285,jungle,dave2_gru,1.02932926680576,2.3838448592857135,dynamic_object_overlay,2,udacity
0.9491983497844251,0.5123610005028598,0.14285714285714285,jungle,dave2_gru,1.016676659895807,2.391739773571427,dynamic_object_overlay,4,udacity
0.9430206759297353,0.5517989768194983,0.14285714285714285,jungle,dave2_gru,1.014870365994544,2.437802609285714,dynamic_rain_filter,2,udacity
0.939886771292415,0.6898360960613655,0.14285714285714285,jungle,dave2_gru,1.0126894478456714,2.780183984285713,dynamic_rain_filter,4,udacity
0.9584604123606895,0.47707284482887163,0.42857142857142855,jungle,dave2_gru,1.031369709461535,2.3886686042857135,dynamic_smoke_filter,2,udacity
0.9693650292060949,0.6648862028222154,0.14285714285714285,jungle,dave2_gru,1.1006997983212397,2.3365632707142825,dynamic_smoke_filter,4,udacity
0.9416434839958912,0.5615729726618791,0.14285714285714285,jungle,dave2_gru,1.0140936868750976,2.495701559285713,dynamic_snow_filter,2,udacity
0.9402943578823088,0.8058373214236746,0.14285714285714285,jungle,dave2_gru,1.0134596934974123,2.952815322857142,dynamic_snow_filter,4,udacity
0.9708816716489936,0.7800525951429546,0.2857142857142857,jungle,dave2_gru,1.1487958158322542,2.7973345142857142,dynamic_sun_filter,2,udacity
1.0353940788715752,0.9436237215137167,0.14285714285714285,jungle,dave2_gru,1.3338971977157674,3.563618321428571,dynamic_sun_filter,4,udacity
0.9428586056165997,0.5848883069289277,0.14285714285714285,jungle,dave2_gru,1.0162294740771405,2.28463143142857,elastic,2,udacity
0.9470882166897415,0.6323175554821839,0.14285714285714285,jungle,dave2_gru,1.026021383892275,2.5779480592857134,elastic,4,udacity
0.9557158234164872,0.7700105109016848,0.2857142857142857,jungle,dave2_gru,1.0517878488369554,2.9440615771428575,fog_filter,2,udacity
1.0082602394980464,0.7367483784178065,0.14285714285714285,jungle,dave2_gru,1.1878215608436613,2.563230359285714,fog_filter,4,udacity
0.958406082236884,0.6776615865948986,0.2857142857142857,jungle,dave2_gru,1.041533419426331,2.426190764285714,frost_filter,2,udacity
0.9738735028886012,0.5762266844320115,0.2857142857142857,jungle,dave2_gru,1.0645682783244432,1.9579734042857133,frost_filter,4,udacity
0.9559048422269723,0.4211732410799515,0.2857142857142857,jungle,dave2_gru,1.0103292475459587,1.9118423235714288,gaussian_blur,2,udacity
0.9605236928167218,0.5775392442875223,0.2857142857142857,jungle,dave2_gru,1.0185882587501405,2.0771580942857137,gaussian_blur,4,udacity
0.9407440702675107,0.5687645225149526,0.14285714285714285,jungle,dave2_gru,1.013766439069896,2.4184930007142857,gaussian_noise,2,udacity
0.9384747113718485,0.850613232476351,0.14285714285714285,jungle,dave2_gru,1.0094959750036954,3.0076903642857142,gaussian_noise,4,udacity
0.9497123079924583,0.5907474224737136,0.14285714285714285,jungle,dave2_gru,1.034506173007849,2.7591172814285714,grayscale_filter,2,udacity
0.9486936613334682,0.7361242657891482,0.0,jungle,dave2_gru,1.0329886789921907,2.8850984764285705,grayscale_filter,4,udacity
0.9602818017085282,0.674611806269086,0.14285714285714285,jungle,dave2_gru,1.0306308280891454,2.196729828428571,histogram_equalisation,2,udacity
0.9666728874519259,0.6587753747065044,0.14285714285714285,jungle,dave2_gru,1.049168021122477,2.338227444285713,histogram_equalisation,4,udacity
0.9618933050342154,0.5543385324461717,0.2857142857142857,jungle,dave2_gru,1.0451225523155299,2.1116919978571422,impulse_noise,2,udacity
0.9443090940445537,0.6959206548280996,0.0,jungle,dave2_gru,1.0154046660606277,2.7926421914285706,impulse_noise,4,udacity
0.9164355332236427,0.6941487796337956,0.2857142857142857,jungle,dave2_gru,1.0049910478760335,2.729328356428571,increase_brightness,2,udacity
0.9140075121640937,0.6765264380169144,0.2857142857142857,jungle,dave2_gru,1.0083145889409384,2.524953112142856,increase_brightness,4,udacity
0.9430113783714354,0.5994577432606364,0.14285714285714285,jungle,dave2_gru,1.0300370535492476,2.397460117857141,jpeg_filter,2,udacity
0.9481550915437837,0.647502401498315,0.0,jungle,dave2_gru,1.0264143820225553,2.86248399,jpeg_filter,4,udacity
0.9549828614301022,0.6132379655618794,0.14285714285714285,jungle,dave2_gru,1.0177224797014381,2.1520231407142845,low_pass_filter,2,udacity
0.9714922966842447,0.642814644211242,0.2857142857142857,jungle,dave2_gru,1.039087611841323,2.1915705788,low_pass_filter,4,udacity
0.9367383340838863,0.6504731471332267,0.14285714285714285,jungle,dave2_gru,1.0166748519343098,2.424999774285714,motion_blur,2,udacity
0.9626135048952423,0.4725662364768077,0.2857142857142857,jungle,dave2_gru,1.009762322588335,1.989049111428571,motion_blur,4,udacity
0.9471163018334671,0.8368320470172266,0.0,jungle,dave2_gru,1.0420136918392242,3.0022220642857134,phase_scrambling,2,udacity
0.9890717062659561,0.8134673219681173,0.0,jungle,dave2_gru,1.2006938804171676,2.994535745714285,phase_scrambling,4,udacity
0.946207091215028,0.5026482340756074,0.5714285714285714,jungle,dave2_gru,1.011497467149373,2.0605737785714284,pixelate,2,udacity
0.9511902944126085,0.5751371027852572,0.2857142857142857,jungle,dave2_gru,1.01058508534268,2.314547949999998,pixelate,4,udacity
0.9714899548541182,0.6188996167293386,0.2857142857142857,jungle,dave2_gru,1.0391728398663214,2.283349407857142,poisson_noise,2,udacity
0.937458235103261,0.7446405177037875,0.14285714285714285,jungle,dave2_gru,1.0074700499711564,2.7094918928571423,poisson_noise,4,udacity
0.9436722881465014,0.5882046765397321,0.2857142857142857,jungle,dave2_gru,1.0217401956723489,2.1496928835714275,posterize_filter,2,udacity
0.9452223844186154,0.5263786410147487,0.14285714285714285,jungle,dave2_gru,1.0280256227970224,2.0131529785714277,posterize_filter,4,udacity
0.9524925310318112,0.804271743723419,0.0,jungle,dave2_gru,1.0521694568767812,2.6006830628571413,sample_pairing_filter,2,udacity
0.9953279236855679,1.0928317909163763,0.0,jungle,dave2_gru,1.2318713037093751,3.3525574642857134,sample_pairing_filter,4,udacity
0.9504159817438437,0.6668914403007792,0.14285714285714285,jungle,dave2_gru,1.042636176858598,2.978200158571428,saturation_decrease_filter,2,udacity
0.9612542606422521,0.4017287947073311,0.2857142857142857,jungle,dave2_gru,1.0107551515639388,1.847270797142856,saturation_decrease_filter,4,udacity
0.9250334682738214,0.8002613687417822,0.2857142857142857,jungle,dave2_gru,1.0247022387655724,2.4242237449999995,saturation_filter,2,udacity
0.9450842447040925,0.7591148576370671,0.5714285714285714,jungle,dave2_gru,1.0388171074693042,2.7099644538571406,saturation_filter,4,udacity
0.9082005794758503,0.8338541253798916,0.14285714285714285,jungle,dave2_gru,1.0219985624607395,3.2419992499999988,scale_image,2,udacity
0.9996714327789541,1.0115556839814475,0.0,jungle,dave2_gru,1.1662477444569623,2.980789407142857,scale_image,4,udacity
0.9386394577982345,0.6511830929850703,0.14285714285714285,jungle,dave2_gru,1.0149121378275747,2.513498864285713,speckle_noise_filter,2,udacity
0.9451038947201319,0.6284672874379753,0.14285714285714285,jungle,dave2_gru,1.0069730797032046,2.5659466385714285,speckle_noise_filter,4,udacity
0.9430012079430554,0.8262505296286753,0.14285714285714285,jungle,dave2_gru,1.0481110799905535,2.7632539671428558,splatter_mapping,2,udacity
0.9282483599974543,0.8065220384841764,0.0,jungle,dave2_gru,1.0399306354679791,2.3939210692857134,splatter_mapping,4,udacity
0.9475394813454993,0.5275215649516687,0.14285714285714285,jungle,dave2_gru,1.0163425909798087,2.3624289571428565,static_object_overlay,2,udacity
0.9474837846205598,0.5869440497218229,0.2857142857142857,jungle,dave2_gru,1.0104660057640225,2.5589617778571423,static_object_overlay,4,udacity
1.017910688171351,0.5919111274092452,0.42857142857142855,jungle,dave2_gru,1.0918815841621898,2.439305261428569,translate_image,2,udacity
1.016479883043195,1.405440291165018,0.0,jungle,dave2_gru,1.1817977537550075,3.877984071428571,translate_image,4,udacity
0.9520502854237172,0.4685038753999232,0.14285714285714285,jungle,dave2_gru,1.0177608503125153,2.2565744299999992,white_balance_filter,2,udacity
0.9475849029794264,0.6009225081260536,0.2857142857142857,jungle,dave2_gru,1.0158052320712112,2.3827986664285707,white_balance_filter,4,udacity
0.9418850232652014,0.6580740904473034,0.2857142857142857,jungle,dave2_gru,1.0234066853203285,2.5016137564285708,zigzag_mapping,2,udacity
0.9493928569362211,0.5717987121316569,0.14285714285714285,jungle,dave2_gru,1.0229590632734937,2.3660890599999966,zigzag_mapping,4,udacity
