map,model,sev0_E_dt,sev0_E_e,sev0_PR,sev0_p95_dt,sev0_p95_e,sev2_E_dt,sev2_E_e,sev2_PR,sev2_p95_dt,sev2_p95_e,sev4_E_dt,sev4_E_e,sev4_PR,sev4_p95_dt,sev4_p95_e,sim
jungle,dave2,0.8171992192672695,0.651895982542583,0.8571428571428571,0.9741308275220506,1.7030072285714284,0.8642447687368574,0.7815281937722378,0.5482625482625483,1.0492027005440014,2.3686219320289568,0.9074289373254867,0.8327152338951723,0.38610038610038605,1.1102034024730563,2.6131536191034743,udacity
