baseline_primary,map,model,n_points,perturbation,robust_auc,robust_ce,sim,test_type
0.8571428571428571,jungle,dave2,1,baseline,nan,0.0,udacity,robustness
0.8571428571428571,jungle,dave2,2,canny_edges_mapping,0.7142857142857142,0.5833333333333334,udacity,robustness
0.8571428571428571,jungle,dave2,2,contrast,1.4285714285714284,0.16666666666666669,udacity,robustness
0.8571428571428571,jungle,dave2,2,cutout_filter,0.7142857142857142,0.5833333333333334,udacity,robustness
0.8571428571428571,jungle,dave2,2,defocus_blur,0.7142857142857142,0.5833333333333334,udacity,robustness
0.8571428571428571,jungle,dave2,2,dotted_lines_mapping,1.0,0.4166666666666667,udacity,robustness
0.8571428571428571,jungle,dave2,2,dynamic_lightning_filter,0.2857142857142857,0.8333333333333334,udacity,robustness
0.8571428571428571,jungle,dave2,2,dynamic_object_overlay,1.4285714285714284,0.16666666666666669,udacity,robustness
0.8571428571428571,jungle,dave2,2,dynamic_rain_filter,1.5714285714285714,0.08333333333333331,udacity,robustness
0.8571428571428571,jungle,dave2,2,dynamic_smoke_filter,0.5714285714285714,0.6666666666666667,udacity,robustness
0.8571428571428571,jungle,dave2,2,dynamic_snow_filter,1.0,0.4166666666666667,udacity,robustness
0.8571428571428571,jungle,dave2,2,dynamic_sun_filter,0.14285714285714285,0.9166666666666667,udacity,robustness
0.8571428571428571,jungle,dave2,2,elastic,1.5714285714285714,0.08333333333333331,udacity,robustness
0.8571428571428571,jungle,dave2,2,fog_filter,0.2857142857142857,0.8333333333333334,udacity,robustness
0.8571428571428571,jungle,dave2,2,frost_filter,0.5714285714285714,0.6666666666666667,udacity,robustness
0.8571428571428571,jungle,dave2,2,gaussian_blur,1.0,0.4166666666666667,udacity,robustness
0.8571428571428571,jungle,dave2,2,gaussian_noise,1.0,0.4166666666666667,udacity,robustness
0.8571428571428571,jungle,dave2,2,grayscale_filter,1.0,0.4166666666666667,udacity,robustness
0.8571428571428571,jungle,dave2,2,histogram_equalisation,0.7142857142857142,0.5833333333333334,udacity,robustness
0.8571428571428571,jungle,dave2,2,impulse_noise,1.2857142857142856,0.25,udacity,robustness
0.8571428571428571,jungle,dave2,2,increase_brightness,1.0,0.4166666666666667,udacity,robustness
0.8571428571428571,jungle,dave2,2,jpeg_filter,1.2857142857142856,0.25,udacity,robustness
0.8571428571428571,jungle,dave2,2,low_pass_filter,0.7142857142857142,0.5833333333333334,udacity,robustness
0.8571428571428571,jungle,dave2,2,motion_blur,1.2857142857142856,0.25,udacity,robustness
0.8571428571428571,jungle,dave2,2,phase_scrambling,0.42857142857142855,0.75,udacity,robustness
0.8571428571428571,jungle,dave2,2,pixelate,1.4285714285714284,0.16666666666666669,udacity,robustness
0.8571428571428571,jungle,dave2,2,poisson_noise,1.2857142857142856,0.25,udacity,robustness
0.8571428571428571,jungle,dave2,2,posterize_filter,1.4285714285714284,0.16666666666666669,udacity,robustness
0.8571428571428571,jungle,dave2,2,sample_pairing_filter,0.0,1.0,udacity,robustness
0.8571428571428571,jungle,dave2,2,saturation_decrease_filter,0.8571428571428571,0.5,udacity,robustness
0.8571428571428571,jungle,dave2,2,saturation_filter,1.2857142857142856,0.25,udacity,robustness
0.8571428571428571,jungle,dave2,2,scale_image,0.5714285714285714,0.6666666666666667,udacity,robustness
0.8571428571428571,jungle,dave2,2,speckle_noise_filter,1.1428571428571428,0.33333333333333337,udacity,robustness
0.8571428571428571,jungle,dave2,2,splatter_mapping,0.42857142857142855,0.75,udacity,robustness
0.8571428571428571,jungle,dave2,2,static_object_overlay,1.2857142857142856,0.25,udacity,robustness
0.8571428571428571,jungle,dave2,2,translate_image,0.42857142857142855,0.75,udacity,robustness
0.8571428571428571,jungle,dave2,2,white_balance_filter,1.4285714285714284,0.16666666666666669,udacity,robustness
0.8571428571428571,jungle,dave2,2,zigzag_mapping,1.2857142857142856,0.25,udacity,robustness
