angle_abs_mean,angle_abs_mean_pre,angle_abs_p95,angle_abs_p95_pre,entry_id,entry_index,episode_folder,fail_stop_idx,is_success,map,model,num_segments,perturbation,pid_dev_mean,pid_dev_mean_pre,pid_dev_p95,pid_dev_p95_pre,pid_mae_steer,pid_mae_steer_pre,pid_mae_throttle,pid_mae_throttle_pre,pid_n,pid_n_pre,road,run_id,run_ts,severity,sim,task_id,test_type,timeout,track_error_name,xte_abs_mean,xte_abs_mean_pre,xte_abs_p95,xte_abs_p95_pre
17.588088409722225,17.588088409722225,35.90000299999999,35.90000299999999,0001_00,0,0001,144,1,jungle,dave2,7,baseline,0.3859916327632695,0.3859916327632695,0.7809275811825749,0.7809275811825749,0.13765349686457257,0.13765349686457257,0.3401338108831991,0.3401338108831991,144.0,144.0,jungle,dave2_20251219_165635,2025-12-19T16:56:36,0,udacity,segment_01_steep_uphill,robustness,0,xte,0.42813576211666665,0.42813576211666665,1.84544825,1.84544825
15.095602282608695,15.095602282608695,27.804693999999998,27.804693999999998,0001_01,1,0001,414,1,jungle,dave2,7,baseline,0.8001653204868034,0.8001653204868034,0.9501740363053797,0.9501740363053797,0.09596867316368789,0.09596867316368789,0.7892523988595476,0.7892523988595476,414.0,414.0,jungle,dave2_20251219_165635,2025-12-19T16:56:36,0,udacity,segment_02_long_uphill,robustness,0,xte,0.5887279357587197,0.5887279357587197,1.4298872,1.4298872
16.804648992975206,21.796807704972377,42.838544499999976,62.65083,0001_02,2,0001,181,0,jungle,dave2,7,baseline,0.9415663476274447,0.9256786362902002,1.0171389890564535,1.0185484559356581,0.1787939889160469,0.23493163399769343,0.9074064049771476,0.8747962148432133,484.0,181.0,jungle,dave2_20251219_165635,2025-12-19T16:56:36,0,udacity,segment_03_very_tight_corner,robustness,0,xte,0.7298359220636365,1.0069658177861878,2.3251382499999975,2.694331
16.300992213483145,16.300992213483145,31.4693275,31.4693275,0001_03,3,0001,356,1,jungle,dave2,7,baseline,0.9321860456493527,0.9321860456493527,1.0344308418806447,1.0344308418806447,0.09269045545389855,0.09269045545389855,0.9233611157828936,0.9233611157828936,356.0,356.0,jungle,dave2_20251219_165635,2025-12-19T16:56:36,0,udacity,segment_04_steep_downhill,robustness,0,xte,0.5304330192766854,0.5304330192766854,1.44942725,1.44942725
20.339420061224487,20.339420061224487,38.68453,38.68453,0001_04,4,0001,490,1,jungle,dave2,7,baseline,0.918863150372421,0.918863150372421,0.9948065630073695,0.9948065630073695,0.09829411603398168,0.09829411603398168,0.9101310366363714,0.9101310366363714,490.0,490.0,jungle,dave2_20251219_165635,2025-12-19T16:56:36,0,udacity,segment_06_tight_corner_suicide,robustness,0,xte,0.6256224067718368,0.6256224067718368,1.47558555,1.47558555
19.99334235620915,19.99334235620915,29.049504499999998,29.049504499999998,0001_05,5,0001,612,1,jungle,dave2,7,baseline,0.8754504216163992,0.8754504216163992,0.9970318348074271,0.9970318348074271,0.08575440237909145,0.08575440237909145,0.8686779917256355,0.8686779917256355,612.0,612.0,jungle,dave2_20251219_165635,2025-12-19T16:56:36,0,udacity,segment_07_cross_bridge,robustness,0,xte,0.6339216924808823,0.6339216924808823,1.3284829499999997,1.3284829499999997
20.277417866967305,20.277417866967305,40.900712,40.900712,0001_06,6,0001,887,1,jungle,dave2,7,baseline,0.882059327692439,0.882059327692439,1.0429964795352997,1.0429964795352997,0.08833838047475014,0.08833838047475014,0.8739805505968721,0.8739805505968721,887.0,887.0,jungle,dave2_20251219_165635,2025-12-19T16:56:36,0,udacity,segment_08_slow_uphill_twists,robustness,0,xte,0.7494652436071025,0.7494652436071025,1.6978883999999999,1.6978883999999999
17.243249969325156,17.243249969325156,33.03022,33.03022,0002_00,0,0002,163,1,jungle,dave2,7,dynamic_rain_filter,0.47633992949156984,0.47633992949156984,1.0217891382364612,1.0217891382364612,0.1401220211346507,0.1401220211346507,0.4417222851739211,0.4417222851739211,163.0,163.0,jungle,dave2_20251219_165635,2025-12-19T16:56:36,2,udacity,segment_01_steep_uphill,robustness,0,xte,0.41674577350674846,0.41674577350674846,1.6669787000000005,1.6669787000000005
15.371730209354121,15.371730209354121,28.793409999999987,28.793409999999987,0002_01,1,0002,449,1,jungle,dave2,7,dynamic_rain_filter,0.7905440686583455,0.7905440686583455,0.9527908570629312,0.9527908570629312,0.08984191206043803,0.08984191206043803,0.7811078637224396,0.7811078637224396,449.0,449.0,jungle,dave2_20251219_165635,2025-12-19T16:56:36,2,udacity,segment_02_long_uphill,robustness,0,xte,0.6037357681899777,0.6037357681899777,1.444811,1.444811
16.825370957232707,21.753505617877096,44.08518999999999,64.703065,0002_02,2,0002,179,0,jungle,dave2,7,dynamic_rain_filter,0.9417148215490815,0.9287447240561371,1.0167652568759062,1.0292671136988287,0.1824116657311228,0.24328916112033735,0.9086074859136924,0.8767459155955809,477.0,179.0,jungle,dave2_20251219_165635,2025-12-19T16:56:36,2,udacity,segment_03_very_tight_corner,robustness,0,xte,0.748421009917044,1.028496527381564,2.410306,2.8935122
16.63686737988827,16.63686737988827,32.5571095,32.5571095,0002_03,3,0002,358,1,jungle,dave2,7,dynamic_rain_filter,0.9132411626018507,0.9132411626018507,1.0172113355476462,1.0172113355476462,0.09724155757061075,0.09724155757061075,0.9040889536132574,0.9040889536132574,358.0,358.0,jungle,dave2_20251219_165635,2025-12-19T16:56:36,2,udacity,segment_04_steep_downhill,robustness,0,xte,0.6247681114142458,0.6247681114142458,1.6958546499999998,1.6958546499999998
