map,model,sev0_BR,sev0_DS,sev0_DS_nb,sev0_N_nb,sev2_BR,sev2_DS,sev2_DS_nb,sev2_N_nb,sev4_BR,sev4_DS,sev4_DS_nb,sev4_N_nb,sim
multi-town,tcp,0.0,77.9870812840703,77.9870812840703,6.0,0.06306306306306306,60.91148430313268,61.4367599557711,5.621621621621622,0.13063063063063063,43.52756076921711,45.1074938055909,5.216216216216216,carla
