baseline_primary,map,model,n_points,perturbation,robust_auc,robust_ce,sim,test_type
77.9870812840703,multi-town,tcp,1,baseline,nan,0.0,carla,robustness
77.9870812840703,multi-town,tcp,2,canny_edges_mapping,42.69624938035924,0.7262607557728897,carla,robustness
77.9870812840703,multi-town,tcp,2,contrast,141.51377888615653,0.09271012226571013,carla,robustness
77.9870812840703,multi-town,tcp,2,cutout_filter,112.24225817004111,0.28037915817624137,carla,robustness
77.9870812840703,multi-town,tcp,2,defocus_blur,15.016150669489324,0.9037266786867395,carla,robustness
77.9870812840703,multi-town,tcp,2,dotted_lines_mapping,175.37087236599456,-0.12435848013853013,carla,robustness
77.9870812840703,multi-town,tcp,2,dynamic_lightning_filter,138.80640714516417,0.1100679442050303,carla,robustness
77.9870812840703,multi-town,tcp,2,dynamic_object_overlay,175.2583743091539,-0.12363721929001281,carla,robustness
77.9870812840703,multi-town,tcp,2,dynamic_rain_filter,29.08550718212593,0.8135235560606435,carla,robustness
77.9870812840703,multi-town,tcp,2,dynamic_smoke_filter,118.06068385588983,0.24307537920383104,carla,robustness
77.9870812840703,multi-town,tcp,2,dynamic_snow_filter,123.4891142850928,0.20827198395026497,carla,robustness
77.9870812840703,multi-town,tcp,2,dynamic_sun_filter,146.00550193068122,0.06391225619245977,carla,robustness
77.9870812840703,multi-town,tcp,2,elastic,139.91546970730695,0.10295739112443103,carla,robustness
77.9870812840703,multi-town,tcp,2,fog_filter,142.1872284533514,0.0883924227435175,carla,robustness
77.9870812840703,multi-town,tcp,2,frost_filter,48.66792836927228,0.6879744210967591,carla,robustness
77.9870812840703,multi-town,tcp,2,gaussian_blur,23.696846980433044,0.8480719717274932,carla,robustness
77.9870812840703,multi-town,tcp,2,gaussian_noise,68.48698597782445,0.5609081347181175,carla,robustness
77.9870812840703,multi-town,tcp,2,grayscale_filter,137.8156757843578,0.11641983829116487,carla,robustness
77.9870812840703,multi-town,tcp,2,histogram_equalisation,82.10667975528631,0.4735879430068023,carla,robustness
77.9870812840703,multi-town,tcp,2,impulse_noise,41.88110905401077,0.731486879849641,carla,robustness
77.9870812840703,multi-town,tcp,2,increase_brightness,168.47120105316225,-0.08012249131045684,carla,robustness
77.9870812840703,multi-town,tcp,2,jpeg_filter,117.0854728403983,0.2493277674163049,carla,robustness
77.9870812840703,multi-town,tcp,2,low_pass_filter,147.71071456523353,0.052979595253778045,carla,robustness
77.9870812840703,multi-town,tcp,2,motion_blur,50.86260616118042,0.673903643246297,carla,robustness
77.9870812840703,multi-town,tcp,2,phase_scrambling,98.75513630312516,0.36684938917378773,carla,robustness
77.9870812840703,multi-town,tcp,2,pixelate,60.76963221088772,0.6103865460130986,carla,robustness
77.9870812840703,multi-town,tcp,2,poisson_noise,98.33189419344008,0.3695629290493435,carla,robustness
77.9870812840703,multi-town,tcp,2,posterize_filter,123.09812837070248,0.21077871909121826,carla,robustness
77.9870812840703,multi-town,tcp,2,sample_pairing_filter,102.79945381823273,0.340919982350778,carla,robustness
77.9870812840703,multi-town,tcp,2,saturation_decrease_filter,144.132123646532,0.0759230806348144,carla,robustness
77.9870812840703,multi-town,tcp,2,saturation_filter,154.01174247982033,0.012581699789302903,carla,robustness
77.9870812840703,multi-town,tcp,2,scale_image,16.13052642238908,0.8965820610491041,carla,robustness
77.9870812840703,multi-town,tcp,2,speckle_noise_filter,101.7821311030534,0.34744236207334833,carla,robustness
77.9870812840703,multi-town,tcp,2,splatter_mapping,62.50948518395091,0.5992317948388258,carla,robustness
77.9870812840703,multi-town,tcp,2,static_object_overlay,142.6527247695119,0.08540797770149222,carla,robustness
77.9870812840703,multi-town,tcp,2,translate_image,37.20039379388374,0.761496435169947,carla,robustness
77.9870812840703,multi-town,tcp,2,white_balance_filter,160.61015674424232,-0.029722834216701632,carla,robustness
77.9870812840703,multi-town,tcp,2,zigzag_mapping,175.02832175520405,-0.12216227914504252,carla,robustness
