angle_abs_mean,angle_abs_mean_pre,angle_abs_p95,angle_abs_p95_pre,cte_abs_mean,cte_abs_mean_pre,cte_abs_p95,cte_abs_p95_pre,entry_id,entry_index,episode_folder,fail_stop_idx,is_success,map,model,num_segments,perturbation,pid_dev_mean,pid_dev_mean_pre,pid_dev_p95,pid_dev_p95_pre,pid_mae_steer,pid_mae_steer_pre,pid_mae_throttle,pid_mae_throttle_pre,pid_n,pid_n_pre,road,run_id,run_ts,severity,sim,task_id,test_type,timeout,track_error_name,xte_abs_mean,xte_abs_mean_pre,xte_abs_p95,xte_abs_p95_pre
24.684024810606058,24.684024810606058,103.85155,103.85155,0.08377064393939394,0.08377064393939394,0.44940499999999994,0.44940499999999994,0001_00,0,0001,528,1,genroads,vit,0,baseline,0.053952057446354236,0.053952057446354236,0.22458176809768338,0.22458176809768338,0.051440860988595884,0.051440860988595884,0.004237878698895371,0.004237878698895371,528.0,528.0,wide_hairpin_r,vit_20251217_182632,2025-12-17T18:26:32,0,udacity,wide_hairpin_r,generalization,0,cte,0.08377064393939394,0.08377064393939394,0.44940499999999994,0.44940499999999994
33.22228684210526,33.22228684210526,102.65025,102.65025,0.14438928571428572,0.14438928571428572,0.5322399999999999,0.5322399999999999,0002_00,0,0002,532,1,genroads,vit,0,spulse01,0.10628041332574997,0.10628041332574997,0.31034391469047645,0.31034391469047645,0.10506560385120546,0.10506560385120546,0.002847863734825208,0.002847863734825208,532.0,532.0,wide_hairpin_r,vit_20251217_182632,2025-12-17T18:26:32,1,udacity,wide_hairpin_r,generalization,0,cte,0.14438928571428572,0.14438928571428572,0.5322399999999999,0.5322399999999999
33.678310964083174,33.678310964083174,102.4473,102.4473,0.1288633270321361,0.1288633270321361,0.5053199999999999,0.5053199999999999,0003_00,0,0003,529,1,genroads,vit,0,spulse02,0.08220438001828717,0.08220438001828717,0.28055498497037984,0.28055498497037984,0.08097348434962742,0.08097348434962742,0.002866290381647909,0.002866290381647909,529.0,529.0,wide_hairpin_r,vit_20251217_182632,2025-12-17T18:26:32,1,udacity,wide_hairpin_r,generalization,0,cte,0.1288633270321361,0.1288633270321361,0.5053199999999999,0.5053199999999999
33.957038589981444,33.957038589981444,115.13968999999997,115.13968999999997,0.1185534322820037,0.1185534322820037,0.47579999999999967,0.47579999999999967,0004_00,0,0004,539,1,genroads,vit,0,spulse03,0.0857975003698832,0.0857975003698832,0.3395289539126476,0.3395289539126476,0.08462665073428899,0.08462665073428899,0.0027770102254419857,0.0027770102254419857,539.0,539.0,wide_hairpin_r,vit_20251217_182632,2025-12-17T18:26:32,1,udacity,wide_hairpin_r,generalization,0,cte,0.1185534322820037,0.1185534322820037,0.47579999999999967,0.47579999999999967
30.19636634980988,30.19636634980988,105.83522500000001,105.83522500000001,0.10727737642585548,0.10727737642585548,0.439175,0.439175,0005_00,0,0005,526,1,genroads,vit,0,spulse04,0.05202321297703314,0.05202321297703314,0.23577275921328908,0.23577275921328908,0.050976541282964694,0.050976541282964694,0.002667082217732304,0.002667082217732304,526.0,526.0,wide_hairpin_r,vit_20251217_182632,2025-12-17T18:26:32,1,udacity,wide_hairpin_r,generalization,0,cte,0.10727737642585548,0.10727737642585548,0.439175,0.439175
32.27393483146067,32.27393483146067,118.93529499999983,118.93529499999983,0.10952303370786516,0.10952303370786516,0.5192449999999998,0.5192449999999998,0006_00,0,0006,534,1,genroads,vit,0,spulse05,0.08485787197562755,0.08485787197562755,0.43240178803090934,0.43240178803090934,0.08375174574600182,0.08375174574600182,0.0027286859765070603,0.0027286859765070603,534.0,534.0,wide_hairpin_r,vit_20251217_182632,2025-12-17T18:26:32,1,udacity,wide_hairpin_r,generalization,0,cte,0.10952303370786516,0.10952303370786516,0.5192449999999998,0.5192449999999998
31.0582189591078,31.0582189591078,113.041085,113.041085,0.11455613382899629,0.11455613382899629,0.5055599999999999,0.5055599999999999,0007_00,0,0007,538,1,genroads,vit,0,spulse06,0.06031813556745455,0.06031813556745455,0.2628161236499619,0.2628161236499619,0.05916071136178235,0.05916071136178235,0.002825913482988629,0.002825913482988629,538.0,538.0,wide_hairpin_r,vit_20251217_182632,2025-12-17T18:26:32,1,udacity,wide_hairpin_r,generalization,0,cte,0.11455613382899629,0.11455613382899629,0.5055599999999999,0.5055599999999999
37.000036100386104,37.000036100386104,105.74435,105.74435,0.17424034749034747,0.17424034749034747,0.7432049999999997,0.7432049999999997,0008_00,0,0008,518,1,genroads,vit,0,spulse07,0.13514082633758878,0.13514082633758878,0.44343438365811827,0.44343438365811827,0.13404073489269033,0.13404073489269033,0.002730918194717417,0.002730918194717417,518.0,518.0,wide_hairpin_r,vit_20251217_182632,2025-12-17T18:26:32,2,udacity,wide_hairpin_r,generalization,0,cte,0.17424034749034747,0.17424034749034747,0.7432049999999997,0.7432049999999997
33.30882456140352,33.30882456140352,101.48283999999998,101.48283999999998,0.14917992202729047,0.14917992202729047,0.54284,0.54284,0009_00,0,0009,513,1,genroads,vit,0,spulse08,0.08717855122587113,0.08717855122587113,0.3058390158134864,0.3058390158134864,0.08593454906723642,0.08593454906723642,0.002924594774769523,0.002924594774769523,513.0,513.0,wide_hairpin_r,vit_20251217_182632,2025-12-17T18:26:32,2,udacity,wide_hairpin_r,generalization,0,cte,0.14917992202729047,0.14917992202729047,0.54284,0.54284
32.02071098039216,32.02071098039216,104.40205499999998,104.40205499999998,0.14336058823529413,0.14336058823529413,0.6121349999999997,0.6121349999999997,0010_00,0,0010,510,1,genroads,vit,0,spulse09,0.0882522881447553,0.0882522881447553,0.35123830599362926,0.35123830599362926,0.08712170286785047,0.08712170286785047,0.0027209219473866802,0.0027209219473866802,510.0,510.0,wide_hairpin_r,vit_20251217_182632,2025-12-17T18:26:32,2,udacity,wide_hairpin_r,generalization,0,cte,0.14336058823529413,0.14336058823529413,0.6121349999999997,0.6121349999999997
29.325700976562498,29.325700976562498,106.55076999999999,106.55076999999999,0.12956660156250002,0.12956660156250002,0.516645,0.516645,0011_00,0,0011,512,1,genroads,vit,0,spulse10,0.06482052438794567,0.06482052438794567,0.28205299397397005,0.28205299397397005,0.06368976918410185,0.06368976918410185,0.002768233320491383,0.002768233320491383,512.0,512.0,wide_hairpin_r,vit_20251217_182632,2025-12-17T18:26:32,2,udacity,wide_hairpin_r,generalization,0,cte,0.12956660156250002,0.12956660156250002,0.516645,0.516645
30.923223900573618,30.923223900573618,108.3001,108.3001,0.15065009560229448,0.15065009560229448,0.7254599999999999,0.7254599999999999,0012_00,0,0012,523,1,genroads,vit,0,spulse11,0.1165049643006355,0.1165049643006355,0.7839779067752914,0.7839779067752914,0.11536244007697537,0.11536244007697537,0.0027390366694548794,0.0027390366694548794,523.0,523.0,wide_hairpin_r,vit_20251217_182632,2025-12-17T18:26:32,2,udacity,wide_hairpin_r,generalization,0,cte,0.15065009560229448,0.15065009560229448,0.7254599999999999,0.7254599999999999
34.264867961165045,34.264867961165045,126.16402999999993,126.16402999999993,0.1610029126213592,0.1610029126213592,0.9668999999999972,0.9668999999999972,0013_00,0,0013,515,1,genroads,vit,0,spulse12,0.08351361486080329,0.08351361486080329,0.4440356946862577,0.4440356946862577,0.08227505595745183,0.08227505595745183,0.002917868136534639,0.002917868136534639,515.0,515.0,wide_hairpin_r,vit_20251217_182632,2025-12-17T18:26:32,2,udacity,wide_hairpin_r,generalization,0,cte,0.1610029126213592,0.1610029126213592,0.9668999999999972,0.9668999999999972
