dt_mean,dt_p95,e_mean,e_p95,map,model,n_conditions,pr,severity,sim,test_type
0.8069072019732858,1.0139150868766202,0.9064330452461852,2.6457868214285716,jungle,vit,1,0.5714285714285714,0,udacity,robustness
0.8431383521042294,1.0784182009432839,0.9982410042880576,2.9956110247926637,jungle,vit,37,0.35135135135135137,2,udacity,robustness
0.8596245298813121,1.0810486527773082,0.9461882765780864,2.913197167729729,jungle,vit,37,0.22779922779922782,4,udacity,robustness
