map,model,sev0_E_dt,sev0_E_e,sev0_PR,sev0_p95_dt,sev0_p95_e,sev2_E_dt,sev2_E_e,sev2_PR,sev2_p95_dt,sev2_p95_e,sev4_E_dt,sev4_E_e,sev4_PR,sev4_p95_dt,sev4_p95_e,sim
jungle,vit,0.8069072019732858,0.9064330452461852,0.5714285714285714,1.0139150868766202,2.6457868214285716,0.8431428965027197,0.9982410042880576,0.35135135135135137,1.078395511097565,2.9956110247926637,0.8594473885562817,0.9461882765780864,0.22779922779922782,1.0813736873641218,2.913197167729729,udacity
