epoch,loss,lr,mse,val_loss,val_mse
0,0.08538804948329926,1e-04,0.07400393486022949,0.05802246555685997,0.054209522902965546
1,0.05327507108449936,1e-04,0.049723222851753235,0.04272272810339928,0.04219680279493332
2,0.04466533288359642,1e-04,0.04248381778597832,0.03628949820995331,0.035330016165971756
3,0.038099128752946854,1e-04,0.036157410591840744,0.03311004117131233,0.032669343054294586
4,0.035039011389017105,1e-04,0.03383366018533707,0.03190474584698677,0.03196599707007408
5,0.030629480257630348,1e-04,0.029965367168188095,0.02658884972333908,0.026429882273077965
6,0.02868560515344143,1e-04,0.02841661125421524,0.025656435638666153,0.02677878364920616
7,0.025753075256943703,1e-04,0.025704290717840195,0.02610430307686329,0.025011034682393074
8,0.02525654062628746,1e-04,0.025652488693594933,0.02266472950577736,0.02274201437830925
9,0.023367011919617653,1e-04,0.02339755743741989,0.0230576042085886,0.022892914712429047
10,0.022334251552820206,1e-04,0.022840004414319992,0.01894383877515793,0.01964477077126503
11,0.02107914909720421,1e-04,0.021442586556077003,0.019921740517020226,0.020091364160180092
12,0.02102881669998169,1e-04,0.021850520744919777,0.021922525018453598,0.021793080493807793
13,0.019586782902479172,1e-04,0.020161189138889313,0.01910402812063694,0.01959858648478985
14,0.019260482862591743,1e-04,0.019622575491666794,0.01972840540111065,0.019653964787721634
15,0.01858677715063095,1e-04,0.019375672563910484,0.019240688532590866,0.019711311906576157
16,0.01767902821302414,1e-04,0.01805794984102249,0.01667005568742752,0.01738671399652958
17,0.01712222956120968,1e-04,0.01801614835858345,0.017121560871601105,0.01777510717511177
18,0.016813974827528,1e-04,0.01756896823644638,0.016548745334148407,0.016635393723845482
19,0.015860818326473236,1e-04,0.016509776934981346,0.01699242554605007,0.017438281327486038
20,0.015031673945486546,1e-04,0.01570758782327175,0.015667714178562164,0.015718702226877213
21,0.014536920934915543,1e-04,0.015051563270390034,0.016077371314167976,0.015919189900159836
22,0.013277790509164333,1e-04,0.013907894492149353,0.01249539852142334,0.012790871784090996
23,0.013755973428487778,1e-04,0.014627518132328987,0.013425828889012337,0.0140278534963727
24,0.012636740691959858,1e-04,0.013398093171417713,0.012179158627986908,0.012339580804109573
25,0.012784373946487904,1e-04,0.013714343309402466,0.012942085973918438,0.0135537413880229
26,0.012684094719588757,1e-04,0.013047398068010807,0.012449021451175213,0.01331579964607954
27,0.010940104722976685,1e-04,0.011908850632607937,0.011019030585885048,0.010993230156600475
28,0.012020949274301529,1e-04,0.012209155596792698,0.013165231794118881,0.013231504708528519
29,0.01129065826535225,1e-04,0.011976968497037888,0.012947747483849525,0.012368179857730865
30,0.010417953133583069,1e-04,0.010887893848121166,0.010156756266951561,0.010724222287535667
31,0.01026321854442358,1e-04,0.010984265245497227,0.011766164563596249,0.011972001753747463
32,0.010244231671094894,1e-04,0.010559589602053165,0.009473255835473537,0.009614014998078346
33,0.009397423826158047,1e-04,0.009947208687663078,0.009361213073134422,0.009963419288396835
34,0.009858661331236362,1e-04,0.010473440401256084,0.009871718473732471,0.009830945171415806
35,0.008263873867690563,1e-04,0.008663738146424294,0.010257299989461899,0.010474199429154396
36,0.009471719153225422,1e-04,0.009955791756510735,0.010124728083610535,0.010289611294865608
37,0.008529475890100002,1e-04,0.00924858171492815,0.009675422683358192,0.00986405648291111
38,0.008903998881578445,1e-04,0.009167272597551346,0.008714582771062851,0.008871522732079029
39,0.007402041461318731,1e-04,0.0077802930027246475,0.007991133257746696,0.008325477130711079
40,0.0075833480805158615,1e-04,0.008022717200219631,0.007836416363716125,0.007900519296526909
41,0.007634059060364962,1e-04,0.008094401098787785,0.008947234600782394,0.008737331256270409
42,0.007973038591444492,1e-04,0.008389588445425034,0.007423373404890299,0.007996004074811935
43,0.006425502710044384,1e-04,0.006435772404074669,0.007766764611005783,0.0077838837169110775
44,0.006835972424596548,1e-04,0.007185226306319237,0.00722100306302309,0.007089975290000439
45,0.007160715293139219,1e-04,0.0074427369982004166,0.00787348486483097,0.008194966241717339
46,0.006781155709177256,1e-04,0.007087993435561657,0.007034882437437773,0.006999701261520386
47,0.0064928531646728516,1e-04,0.006661599036306143,0.007174217142164707,0.007241781800985336
48,0.006210624240338802,1e-04,0.006509051192551851,0.007448659278452396,0.007141574751585722
49,0.0062464093789458275,1e-04,0.006441633217036724,0.00705726956948638,0.00704101100564003
50,0.005827002692967653,1e-04,0.006104976404458284,0.006589870899915695,0.0068023931235075
51,0.005591086111962795,1e-04,0.0058622765354812145,0.006686665117740631,0.006713473703712225
52,0.005982663948088884,1e-04,0.006069563329219818,0.0065990318544209,0.006315212231129408
53,0.0056656100787222385,1e-04,0.005831649526953697,0.006132264621555805,0.006318399216979742
54,0.005888370797038078,1e-04,0.006090749520808458,0.005944744683802128,0.0058401040732860565
55,0.00538962846621871,1e-04,0.005597959738224745,0.0049309926107525826,0.005124400369822979
56,0.005005949642509222,1e-04,0.004943209700286388,0.007208965718746185,0.007111687213182449
57,0.005031638778746128,1e-04,0.005202051717787981,0.00587998004630208,0.0057005686685442924
58,0.005215689539909363,1e-04,0.005411634687334299,0.005755489692091942,0.005436739884316921
59,0.004871722776442766,1e-04,0.004924302455037832,0.005271315574645996,0.005258838180452585
60,0.0048502907156944275,1e-04,0.004948395304381847,0.006159583572298288,0.0059193940833210945
61,0.004893008153885603,1e-04,0.005089110229164362,0.004724043887108564,0.004548618104308844
62,0.00446611363440752,1e-04,0.004384583793580532,0.004529097583144903,0.004444519989192486
63,0.004803386051207781,1e-04,0.0049090152606368065,0.0050394125282764435,0.004794616252183914
64,0.0040260492824018,1e-04,0.003977339249104261,0.0046506053768098354,0.004664469510316849
65,0.004796626511961222,1e-04,0.004835036583244801,0.005075014196336269,0.004736614413559437
66,0.004309614188969135,1e-04,0.004404156003147364,0.005057487636804581,0.004829236771911383
67,0.004184589255601168,1e-04,0.004333297722041607,0.004069201648235321,0.0038789312820881605
68,0.004020445980131626,1e-04,0.004038218874484301,0.005012675654143095,0.004683922976255417
69,0.003945084288716316,1e-04,0.003969504963606596,0.004366984590888023,0.00420655170455575
70,0.0041731600649654865,1e-04,0.0041240518912673,0.005008381325751543,0.004676168784499168
71,0.004000335466116667,1e-04,0.004025176167488098,0.004439003765583038,0.004141309764236212
72,0.003981730900704861,1e-04,0.003922757226973772,0.004521448165178299,0.004369046073406935
73,0.003765998873859644,1e-04,0.0037584814708679914,0.004744256380945444,0.004493210464715958
74,0.0038881951477378607,1e-04,0.0038714222609996796,0.004256971180438995,0.0039466372691094875
75,0.003732737386599183,1e-04,0.0037031881511211395,0.004202841315418482,0.00398047873750329
76,0.0033929755445569754,1e-04,0.0034356003161519766,0.0044142091646790504,0.004259169101715088
77,0.0035561888944357634,1e-04,0.003523007733747363,0.0046216025948524475,0.004271064419299364
78,0.0035561423283070326,1e-04,0.003551421221345663,0.0033963192254304886,0.003229841822758317
79,0.003331464482471347,1e-04,0.0032241223379969597,0.004038476850837469,0.003801356302574277
80,0.0033888474572449923,1e-04,0.0033373842015862465,0.0035484349355101585,0.0032610821072012186
81,0.0033613666892051697,1e-04,0.003344903467223048,0.003018899355083704,0.0028414386324584484
82,0.0035592506173998117,1e-04,0.0034018498845398426,0.004004084970802069,0.003770179580897093
83,0.0034378396812826395,1e-04,0.0033561470918357372,0.0037565440870821476,0.003405763301998377
84,0.0032695606350898743,1e-04,0.0031640110537409782,0.0038188304752111435,0.0034633607137948275
85,0.003227104665711522,1e-04,0.0032045310363173485,0.003934771753847599,0.003501320257782936
86,0.0032957950606942177,1e-04,0.0031743731815367937,0.0036259691696614027,0.003288271836936474
87,0.003217082703486085,1e-04,0.0031500044278800488,0.004153468646109104,0.0035460556391626596
88,0.0029891508165746927,1e-04,0.002913989592343569,0.0036292674485594034,0.0032537439838051796
89,0.0029677406419068575,1e-04,0.0028956818860024214,0.003508891211822629,0.003222363768145442
90,0.003069501370191574,1e-04,0.0029547258745878935,0.003668819088488817,0.0031661365646868944
91,0.002958947326987982,1e-04,0.002855164697393775,0.003470309544354677,0.0031451252289116383
92,0.002981713740155101,1e-04,0.002908519934862852,0.003924322314560413,0.003428237745538354
93,0.0028843367472290993,1e-04,0.0027876123785972595,0.00323253171518445,0.002808021381497383
94,0.0029776187147945166,1e-04,0.0028179145883768797,0.0035505113191902637,0.0030948331113904715
95,0.0029912693426012993,1e-04,0.0028805099427700043,0.003439685795456171,0.003065460827201605
96,0.0028599081560969353,1e-04,0.0027586077339947224,0.003490567672997713,0.0030259815976023674
97,0.002700867597013712,1e-04,0.0025831651873886585,0.003188862232491374,0.002773016458377242
98,0.0027430891059339046,1e-04,0.0026452415622770786,0.003216602373868227,0.0028346336912363768
99,0.0027263385709375143,1e-04,0.002616691868752241,0.00418825913220644,0.0035996322985738516
100,0.0026366151869297028,1e-04,0.002546404954046011,0.0034571397118270397,0.0029737823642790318
101,0.0026037648785859346,1e-04,0.0024957882706075907,0.0036241633351892233,0.003135884180665016
102,0.0025914243888109922,1e-04,0.002491137944161892,0.0032150058541446924,0.0027847271412611008
103,0.002493624808266759,1e-04,0.0023848076816648245,0.0034267036244273186,0.0029350672848522663
104,0.0025689550675451756,1e-04,0.0023547911550849676,0.002820132300257683,0.0024462654255330563
105,0.0025863670744001865,1e-04,0.002465605502948165,0.0033580546732991934,0.0029011727310717106
106,0.002485200995579362,1e-04,0.002376986900344491,0.0034790183417499065,0.0030125416815280914
107,0.00227858847938478,1e-04,0.002177403774112463,0.0028414521366357803,0.002494693733751774
108,0.002591423224657774,1e-04,0.0024681268259882927,0.002795443870127201,0.002413635142147541
109,0.002657994395121932,1e-04,0.0025150771252810955,0.003051220905035734,0.002508164383471012
110,0.0024956536944955587,1e-04,0.002362867584452033,0.0034590526483953,0.0029543517157435417
111,0.002421858487650752,1e-04,0.0023253061808645725,0.003135228529572487,0.002660302212461829
112,0.0023649404756724834,1e-04,0.0022644137497991323,0.0032963380217552185,0.0028670583851635456
113,0.002367472043260932,1e-04,0.0022500241175293922,0.0035749818198382854,0.0030150646343827248
114,0.0024562596809118986,1e-04,0.002311844378709793,0.002824053866788745,0.0023950550239533186
115,0.0023912072647362947,1e-04,0.002233956241980195,0.0031987326219677925,0.0026562893763184547
116,0.0021421874407678843,1e-04,0.002062294166535139,0.0030095018446445465,0.002528937067836523
117,0.0022523319348692894,1e-04,0.0020937530789524317,0.002945574466139078,0.0024968679063022137
118,0.0023109407629817724,1e-04,0.002172003732994199,0.002067683730274439,0.001804641797207296
119,0.0022184636909514666,1e-04,0.0020524621941149235,0.0033749095164239407,0.00285744178108871
120,0.0022275475785136223,1e-04,0.002090958645567298,0.00303055252879858,0.0025314060039818287
121,0.0022895995061844587,1e-04,0.002138234209269285,0.0035421797074377537,0.0029541696421802044
122,0.0021106626372784376,1e-04,0.0019688920583575964,0.0024216677993535995,0.002095483709126711
123,0.0021822976414114237,1e-04,0.0020264252088963985,0.0028068632818758488,0.0023433275055140257
124,0.0020839697681367397,1e-04,0.0019642249681055546,0.0031486009247601032,0.002673287410289049
125,0.002029134426265955,1e-04,0.0019462218042463064,0.0027584456838667393,0.002292635850608349
126,0.0021315671037882566,1e-04,0.0019780651200562716,0.0028292029164731503,0.0023374692536890507
127,0.002081554615870118,1e-04,0.0019376674899831414,0.0029624581802636385,0.0024334178306162357
128,0.0021182538475841284,1e-04,0.0019727705512195826,0.0028865919448435307,0.002431201748549938
129,0.002151557942852378,1e-04,0.0019909818656742573,0.0031472910195589066,0.0025472023990005255
130,0.0020096085499972105,1e-04,0.0018487622728571296,0.002916906960308552,0.0024176216684281826
131,0.0020851530134677887,1e-04,0.0019470256520435214,0.003396633081138134,0.002757302951067686
132,0.001997467363253236,1e-04,0.0018349002348259091,0.0025292211212217808,0.00214847968891263
133,0.002165799727663398,1e-04,0.0019711791537702084,0.0025766785256564617,0.002140599535778165
134,0.0019571110606193542,1e-04,0.001822327496483922,0.002980773337185383,0.002426925115287304
135,0.0019702042918652296,1e-04,0.0018347699660807848,0.0023076541256159544,0.0019749586936086416
136,0.0019486231030896306,1e-04,0.0017808335833251476,0.002700651064515114,0.00227007525973022
137,0.0018692067824304104,1e-04,0.001755808829329908,0.0028899498283863068,0.00240073399618268
138,0.001927857636474073,1e-04,0.001785223139449954,0.0028376427944749594,0.0023701658938080072
139,0.0019475077278912067,1e-04,0.0017760859336704016,0.002218333538621664,0.0018583128694444895
140,0.0018371950136497617,1e-04,0.0016934354789555073,0.0028599442448467016,0.0023779000621289015
141,0.0019091952126473188,1e-04,0.0017857506172731519,0.0029895161278545856,0.002441484946757555
142,0.001730063115246594,1e-04,0.0016278291586786509,0.003043665550649166,0.002463445533066988
143,0.0019511986756697297,1e-04,0.0018057735869660974,0.0029184813611209393,0.0024278955534100533
