epoch,loss,lr,mse,val_loss,val_mse
0,0.01682099886238575,1e-04,0.01237923838198185,0.003942687064409256,0.0028865651693195105
1,0.0035021542571485043,1e-04,0.0027411177288740873,0.001713486504741013,0.0012830112827941775
2,0.0021407599560916424,1e-04,0.0016779022989794612,0.001169015420600772,0.0008779165800660849
3,0.0014573809457942843,1e-04,0.0011504701105877757,0.000743496639188379,0.0005806807312183082
4,0.0010679521365091205,1e-04,0.0008612191304564476,0.0005299305194057524,0.0004265638126526028
5,0.0007870473200455308,1e-04,0.0006446657935157418,0.0004165535792708397,0.0003533893614076078
6,0.000654224248137325,1e-04,0.0005397601635195315,0.00031482550548389554,0.0002593542740214616
7,0.0005101649439893663,1e-04,0.0004290269280318171,0.0003267136635258794,0.00027133317780680954
8,0.00045663624769076705,1e-04,0.00038669645437039435,0.00033378289663232863,0.0002854335180018097
9,0.0004040516505483538,1e-04,0.00034529317053966224,0.00021833457867614925,0.00019143089593853801
10,0.0003541321202646941,1e-04,0.0003033129614777863,0.0002058885875158012,0.0001803060877136886
11,0.0003490579838398844,1e-04,0.0002980389690492302,0.00019735569367185235,0.00018351717153564095
12,0.0003212291339877993,1e-04,0.00027806710568256676,0.00021532195387408137,0.0001983572292374447
13,0.00030479271663352847,1e-04,0.00026237533893436193,0.00021137302974238992,0.0001830565743148327
14,0.0002872904879041016,1e-04,0.0002491587365511805,0.00017211939848493785,0.0001555047056172043
15,0.00025804576580412686,1e-04,0.00022500375052914023,0.00023142302234191447,0.00021134257258381695
16,0.0002518213586881757,1e-04,0.00022144170361571014,0.00018103336333297193,0.000171143765328452
17,0.0002621533931232989,1e-04,0.00022878777235746384,0.00018326366262044758,0.00017068676243070513
18,0.0002510247577447444,1e-04,0.00021981424652040005,0.0002542786824051291,0.00022446253569796681
19,0.00023328207316808403,1e-04,0.00020381066133268178,0.00019220351532567292,0.00017730060790199786
20,0.0002235203137388453,1e-04,0.00019761532894335687,0.00017245026538148522,0.00015422962314914912
21,0.00023850904835853726,5e-05,0.00020830084395129234,0.00018887092301156372,0.00017639517318457365
22,0.00021526211639866233,5e-05,0.00019044023065362126,0.00016207514272537082,0.00014857696078252047
23,0.00021573006233666092,5e-05,0.00019046409579459578,0.0001752724638208747,0.0001645438896957785
24,0.00020688677614089102,5e-05,0.000183620722964406,0.00017219875007867813,0.00016014379798434675
25,0.00022134186292532831,5e-05,0.00019669497851282358,0.00016594803309999406,0.00015055610856506974
26,0.00019067831453867257,5e-05,0.00016965878603514284,0.00017919608217198402,0.00016727876209188253
27,0.00021262468362692744,5e-05,0.00018844126316253096,0.00018329577869735658,0.00017927242151927203
28,0.0002202712494181469,5e-05,0.00019347842317074537,0.00018058579007629305,0.0001735441474011168
29,0.00020509718160610646,5e-05,0.0001834748254623264,0.00015251265722326934,0.00014948986063245684
30,0.00019366534252185374,5e-05,0.00017210532678291202,0.0001776172430254519,0.0001642213319428265
31,0.0001984766568057239,2.5e-05,0.00017673104593995959,0.00016175105702131987,0.00014793669106438756
32,0.00017880424275062978,2.5e-05,0.00016033237625379115,0.00015983475896064192,0.0001509535504737869
33,0.0002014520432567224,2.5e-05,0.0001788734516594559,0.00017694750567898154,0.00016255509399343282
34,0.00020771702111233026,2.5e-05,0.00018312418251298368,0.00017836084589362144,0.0001618354581296444
35,0.00018965304479934275,2.5e-05,0.0001696124381851405,0.0001626180310267955,0.00015658243501093239
36,0.00019004731439054012,2.5e-05,0.00016825346392579377,0.00013128062710165977,0.00012611814599949867
37,0.0002023243432631716,2.5e-05,0.0001799275487428531,0.00016931846039369702,0.00015600549522787333
38,0.00018320856906939298,2.5e-05,0.00016418361337855458,0.0001609393220860511,0.0001512399612693116
39,0.00019559614884201437,2.5e-05,0.00017460796516388655,0.00017366714018862695,0.00015762874681968242
40,0.00017223230679519475,2.5e-05,0.0001544747647130862,0.00016606980352662504,0.00015594913566019386
41,0.0001810791000025347,1.25e-05,0.00016179557133000344,0.00015440273273270577,0.0001460629137000069
42,0.00019459251780062914,1.25e-05,0.00017119530821219087,0.00015907888882793486,0.00014752926654182374
43,0.00017782011127565056,1.25e-05,0.00016033243446145207,0.0001521171652711928,0.00014343918883241713
44,0.0001836679584812373,1.25e-05,0.00016353907994925976,0.00015640302444808185,0.00014660517626907676
45,0.00018063488823827356,1.25e-05,0.0001618942042114213,0.00017011858290061355,0.00015691867156419903
46,0.00018735720368567854,1.25e-05,0.00016703653091099113,0.00014639116125181317,0.00014011732127983123
