map,model,sev0_E_dt,sev0_E_e,sev0_PR,sev0_p95_dt,sev0_p95_e,sev2_E_dt,sev2_E_e,sev2_PR,sev2_p95_dt,sev2_p95_e,sev4_E_dt,sev4_E_e,sev4_PR,sev4_p95_dt,sev4_p95_e,sim
genroads,dave2_gru,0.12842827796811032,0.7408927184466019,0.0,0.873684869108409,3.3131,0.27778145622358785,0.637500962316229,0.10810810810810811,0.8961481855596019,2.48058081081081,0.22243954978974598,0.6856398840494106,0.08108108108108109,0.8320583558149132,2.5157532432432426,udacity
