angle_abs_mean_mean,angle_abs_mean_pre_mean,angle_abs_p95_mean,angle_abs_p95_pre_mean,map,mean_segments_passed_per_run,mean_segments_passed_rate_per_run,model,n_entries,n_runs,perturbation,pid_dev_mean_mean,pid_dev_mean_pre_mean,pid_dev_p95_mean,pid_dev_p95_pre_mean,pid_mae_steer_mean,pid_mae_steer_pre_mean,pid_mae_throttle_mean,pid_mae_throttle_pre_mean,primary_metric,segment_pass_rate_micro,severity,sim,test_type,xte_abs_mean_mean,xte_abs_mean_pre_mean,xte_abs_p95_mean,xte_abs_p95_pre_mean
19.788064984860153,22.253980478941383,44.40019998230768,46.96206298999999,jungle,5.0,0.38461538461538464,dave2,65,1,baseline,0.8722709834410073,0.8452809788121831,1.0836855411367359,1.0680493567447975,0.17528809248844543,0.19761095043894053,0.8286024626820571,0.788578873629649,mean_segments_passed_rate_per_run,0.26153846153846155,0,udacity,generalization,0.7432424427966065,0.8630385593774731,2.5551469102769224,2.714342264123076
