angle_abs_mean,angle_abs_mean_pre,angle_abs_p95,angle_abs_p95_pre,entry_id,entry_index,episode_folder,fail_stop_idx,is_success,map,model,num_segments,perturbation,pid_dev_mean,pid_dev_mean_pre,pid_dev_p95,pid_dev_p95_pre,pid_mae_steer,pid_mae_steer_pre,pid_mae_throttle,pid_mae_throttle_pre,pid_n,pid_n_pre,road,run_id,run_ts,severity,sim,task_id,test_type,timeout,track_error_name,xte_abs_mean,xte_abs_mean_pre,xte_abs_p95,xte_abs_p95_pre
18.313119884476535,18.313119884476535,33.45377,33.45377,0001_00,0,0001,277,1,jungle,dave2,13,baseline,0.8080739343477027,0.8080739343477027,1.0390452094082123,1.0390452094082123,0.13396748931985938,0.13396748931985938,0.7809858117280224,0.7809858117280224,277.0,277.0,jungle_reverse,dave2_20251220_225512,2025-12-20T22:55:12,0,udacity,segment_01_easy_start,generalization,0,xte,0.49056485435162456,0.49056485435162456,1.5817432,1.5817432
32.329089494117646,32.329089494117646,58.205597999999995,58.205597999999995,0001_01,1,0001,85,1,jungle,dave2,13,baseline,0.7567866937554154,0.7567866937554154,0.934380882774532,0.934380882774532,0.33743726009604624,0.33743726009604624,0.6407235889813887,0.6407235889813887,85.0,85.0,jungle_reverse,dave2_20251220_225512,2025-12-20T22:55:12,0,udacity,segment_02_steep_downhill_sharp_curves,generalization,0,xte,1.496780423107059,1.496780423107059,3.947224,3.947224
19.038646256492207,48.06655559523809,28.148484,112.87922499999998,0001_02,2,0001,42,0,jungle,dave2,13,baseline,0.9920064369328855,0.8446388450020488,1.136083977773183,1.1628346928294766,0.14877659449281166,0.4985230725033112,0.9699505190360841,0.6028688664658718,898.0,42.0,jungle_reverse,dave2_20251220_225512,2025-12-20T22:55:12,0,udacity,segment_03_very_steep_uphill,generalization,0,xte,0.5361516443182794,1.6671006688809522,2.4837453499999973,5.777038649999998
20.665734084479375,15.685865358255453,53.70148399999999,31.21517,0001_03,3,0001,321,0,jungle,dave2,13,baseline,0.766591322086561,0.8081946786527385,1.1141630306570103,1.1206319821056303,0.1856386891675096,0.1627935780602808,0.7048563152483969,0.770349953943191,509.0,321.0,jungle_reverse,dave2_20251220_225512,2025-12-20T22:55:12,0,udacity,segment_04_gain_speed_uphill,generalization,0,xte,0.9502250627819255,0.8857601952803738,2.8544801999999994,2.788193
30.18368150951374,29.898071231788084,75.57714,73.60882000000001,0001_04,4,0001,151,0,jungle,dave2,13,baseline,1.0042873888999346,0.967917937714539,1.4321526022146345,1.2960888189075073,0.2605227719052127,0.24768740181899512,0.9281909702844491,0.8997897935590483,473.0,151.0,jungle_reverse,dave2_20251220_225512,2025-12-20T22:55:12,0,udacity,segment_05_left_right_curve,generalization,0,xte,0.7269407534496829,0.7481588760112584,2.9221093999999996,3.029491
22.67423105414013,23.403481291390726,42.942335,43.194117999999996,0001_05,5,0001,453,0,jungle,dave2,13,baseline,0.878453509507645,0.8903687691572711,1.1184657105989966,1.119958877106175,0.15872308852854958,0.16026938092908877,0.853600990592237,0.8652496209843081,471.0,453.0,jungle_reverse,dave2_20251220_225512,2025-12-20T22:55:12,0,udacity,segment_05_uphill_with_enough_speed,generalization,0,xte,1.3801000228307854,1.434544586147903,3.562601,3.5777795999999995
6.813953794166667,6.813953794166667,18.946094499999983,18.946094499999983,0001_06,6,0001,1200,1,jungle,dave2,13,baseline,1.0042322485100095,1.0042322485100095,1.0559016925424987,1.0559016925424987,0.06526610585717613,0.06526610585717613,0.9983874640724063,0.9983874640724063,1200.0,1200.0,jungle_reverse,dave2_20251220_225512,2025-12-20T22:55:12,0,udacity,segment_06_long_downhill_and_straight,generalization,0,xte,0.16286612077055918,0.16286612077055918,0.9264355149999982,0.9264355149999982
23.31908943553009,27.48130729780564,54.379307,54.086178,0001_07,7,0001,319,0,jungle,dave2,13,baseline,0.8601097693425507,0.7810605652531293,1.076986573709319,1.0826295826855374,0.16604841814070143,0.14999647009413175,0.818926167785473,0.7607387606627236,698.0,319.0,jungle_reverse,dave2_20251220_225512,2025-12-20T22:55:12,0,udacity,segment_07_bridge,generalization,0,xte,0.9737614522713424,1.4458845684360502,3.8533614999999957,4.187509499999995
18.284269828723406,14.665845156583632,39.614397,25.12821,0001_08,8,0001,281,0,jungle,dave2,13,baseline,0.7794738760753244,0.9076096776228255,1.042999492085469,1.0485328667416098,0.16836360484034155,0.2028187883878388,0.7521078269407668,0.8751292438401616,940.0,281.0,jungle_reverse,dave2_20251220_225512,2025-12-20T22:55:12,0,udacity,segment_08_uphill_curves,generalization,0,xte,1.0648425183606383,0.6545566030135231,4.12075965,3.026467
9.4472495,9.4472495,11.484930949999999,11.484930949999999,0001_09,9,0001,2,1,jungle,dave2,13,baseline,0.5747452531031116,0.5747452531031116,0.9210215645202224,0.9210215645202224,0.3870929354443169,0.3870929354443169,0.4183016774175987,0.4183016774175987,2.0,2.0,jungle_reverse,dave2_20251220_225512,2025-12-20T22:55:12,0,udacity,segment_09_very_steep_downhill_with_curves,generalization,0,xte,0.002346833,0.002346833,0.002346833,0.002346833
19.575176707743548,14.441263014150943,38.12781,22.9918615,0001_10,10,0001,212,0,jungle,dave2,13,baseline,0.8383200876643386,0.8888213731263627,1.0807995557220547,1.1053640372339797,0.1791578435005449,0.1369890551168232,0.80958671774748,0.8676088564643858,1201.0,212.0,jungle_reverse,dave2_20251220_225512,2025-12-20T22:55:12,0,udacity,segment_10_uphill,generalization,0,xte,0.9438405001154871,0.5737898194438679,2.788393,1.6763636
