dt_mean,dt_p95,e_mean,e_p95,map,model,n_conditions,pr,severity,sim,test_type
0.01548877804153224,0.042236320035285206,0.15090832369942195,0.4074599999999996,genroads,dave2,1,1.0,0,udacity,robustness
0.06950140734439707,0.23304089969221958,0.3091214529890335,0.936592567567567,genroads,dave2,37,0.8378378378378378,2,udacity,robustness
0.13414292082038484,0.4522781540098327,0.4014953245430594,1.2496285135135128,genroads,dave2,37,0.5135135135135135,4,udacity,robustness
