E_dt,E_e,PR,map,model,p95_dt,p95_e,perturbation,severity,sim
0.04599489326852458,0.29926753246753246,1.0,genroads,dave2,0.1011118710372626,0.7184999999999999,canny_edges_mapping,2,udacity
0.039490835344319145,0.2712569817866436,1.0,genroads,dave2,0.08725052902478099,0.6474599999999998,canny_edges_mapping,4,udacity
0.024356569169609658,0.09624446660019939,1.0,genroads,dave2,0.06123091808637348,0.21672999999999998,contrast,2,udacity
0.04043930537523719,0.10437835820895523,1.0,genroads,dave2,0.10462079807208056,0.23215999999999995,contrast,4,udacity
0.03331733088991343,0.18678317669172934,1.0,genroads,dave2,0.09466812538501108,0.5015149999999998,cutout_filter,2,udacity
0.05467362503808717,0.25616246472248355,1.0,genroads,dave2,0.14849748215165492,0.6899799999999999,cutout_filter,4,udacity
0.06900560869076884,0.4131627697841727,1.0,genroads,dave2,0.24874697842295287,1.4227600000000002,defocus_blur,2,udacity
0.1224929518744544,0.4878672043010753,0.0,genroads,dave2,0.5365295898053976,0.99338,defocus_blur,4,udacity
0.015912958708092888,0.16393504672897197,1.0,genroads,dave2,0.042708558415351344,0.40226999999999996,dotted_lines_mapping,2,udacity
0.019427797901994268,0.15698360037700282,1.0,genroads,dave2,0.047848378980341846,0.3905,dotted_lines_mapping,4,udacity
0.027467883443377084,0.2160114364135407,1.0,genroads,dave2,0.08428847062035547,0.54908,dynamic_lightning_filter,2,udacity
0.07236650104564815,0.3297933653846154,0.0,genroads,dave2,0.2667129405618509,0.8297899999999996,dynamic_lightning_filter,4,udacity
0.015916338610532352,0.1644870907390084,1.0,genroads,dave2,0.04450944414616245,0.4153599999999996,dynamic_object_overlay,2,udacity
0.015866067446514805,0.16558203198494825,1.0,genroads,dave2,0.04228729184148774,0.4180999999999999,dynamic_object_overlay,4,udacity
0.029214836252432656,0.2294859633027523,1.0,genroads,dave2,0.07690578079324974,0.573375,dynamic_rain_filter,2,udacity
0.0919484142256221,0.47863133393017016,1.0,genroads,dave2,0.24211066911305368,1.2486200000000003,dynamic_rain_filter,4,udacity
0.0330162562509674,0.24197157695939567,1.0,genroads,dave2,0.10238757015289011,0.5981099999999999,dynamic_smoke_filter,2,udacity
0.22974318497399063,0.48808964285714285,0.0,genroads,dave2,1.0301260478327985,2.6706750000000015,dynamic_smoke_filter,4,udacity
0.039854063139710696,0.27975981735159816,1.0,genroads,dave2,0.10455855082135854,0.7820799999999999,dynamic_snow_filter,2,udacity
