angle_abs_mean_mean,angle_abs_mean_pre_mean,angle_abs_p95_mean,angle_abs_p95_pre_mean,cte_abs_mean_mean,cte_abs_mean_pre_mean,cte_abs_p95_mean,cte_abs_p95_pre_mean,map,model,n_entries,pass_rate,perturbation,pid_dev_mean_mean,pid_dev_mean_pre_mean,pid_dev_p95_mean,pid_dev_p95_pre_mean,pid_mae_steer_mean,pid_mae_steer_pre_mean,pid_mae_throttle_mean,pid_mae_throttle_pre_mean,primary_metric,severity,sim,test_type,xte_abs_mean_mean,xte_abs_mean_pre_mean,xte_abs_p95_mean,xte_abs_p95_pre_mean
35.94747514450867,35.94747514450867,94.93853999999999,94.93853999999999,0.15090832369942195,0.15090832369942195,0.4074599999999996,0.4074599999999996,genroads,dave2,1,1.0,baseline,0.01548877804153224,0.01548877804153224,0.042236320035285206,0.042236320035285206,0.013289790611103112,0.013289790611103112,0.0053998299675180736,0.0053998299675180736,pass_rate,0,udacity,robustness,0.15090832369942195,0.15090832369942195,0.4074599999999996,0.4074599999999996
40.61591004329004,40.61591004329004,83.55686,83.55686,0.29926753246753246,0.29926753246753246,0.7184999999999999,0.7184999999999999,genroads,dave2,1,1.0,canny_edges_mapping,0.04599489326852458,0.04599489326852458,0.1011118710372626,0.1011118710372626,0.04186073500427188,0.04186073500427188,0.012788729943754353,0.012788729943754353,pass_rate,2,udacity,robustness,0.29926753246753246,0.29926753246753246,0.7184999999999999,0.7184999999999999
39.55830607111882,39.55830607111882,82.85558,82.85558,0.2712569817866436,0.2712569817866436,0.6474599999999998,0.6474599999999998,genroads,dave2,1,1.0,canny_edges_mapping,0.039490835344319145,0.039490835344319145,0.08725052902478099,0.08725052902478099,0.035110488982899646,0.035110488982899646,0.012577879950985738,0.012577879950985738,pass_rate,4,udacity,robustness,0.2712569817866436,0.2712569817866436,0.6474599999999998,0.6474599999999998
26.633133499501493,26.633133499501493,82.70398999999999,82.70398999999999,0.09624446660019939,0.09624446660019939,0.21672999999999998,0.21672999999999998,genroads,dave2,1,1.0,contrast,0.024356569169609658,0.024356569169609658,0.06123091808637348,0.06123091808637348,0.022919334743867405,0.022919334743867405,0.005689556144943028,0.005689556144943028,pass_rate,2,udacity,robustness,0.09624446660019939,0.09624446660019939,0.21672999999999998,0.21672999999999998
29.26869253731343,29.26869253731343,91.17643999999999,91.17643999999999,0.10437835820895523,0.10437835820895523,0.23215999999999995,0.23215999999999995,genroads,dave2,1,1.0,contrast,0.04043930537523719,0.04043930537523719,0.10462079807208056,0.10462079807208056,0.036968772045735926,0.036968772045735926,0.013633771737946122,0.013633771737946122,pass_rate,4,udacity,robustness,0.10437835820895523,0.10437835820895523,0.23215999999999995,0.23215999999999995
33.75957659774436,33.75957659774436,80.83499499999999,80.83499499999999,0.18678317669172934,0.18678317669172934,0.5015149999999998,0.5015149999999998,genroads,dave2,1,1.0,cutout_filter,0.03331733088991343,0.03331733088991343,0.09466812538501108,0.09466812538501108,0.03171330001579894,0.03171330001579894,0.006146853887721112,0.006146853887721112,pass_rate,2,udacity,robustness,0.18678317669172934,0.18678317669172934,0.5015149999999998,0.5015149999999998
38.98216378174976,38.98216378174976,84.62434999999999,84.62434999999999,0.25616246472248355,0.25616246472248355,0.6899799999999999,0.6899799999999999,genroads,dave2,1,1.0,cutout_filter,0.05467362503808717,0.05467362503808717,0.14849748215165492,0.14849748215165492,0.05301587035177387,0.05301587035177387,0.00761105194477573,0.00761105194477573,pass_rate,4,udacity,robustness,0.25616246472248355,0.25616246472248355,0.6899799999999999,0.6899799999999999
47.54475665467626,47.54475665467626,90.87543000000001,90.87543000000001,0.4131627697841727,0.4131627697841727,1.4227600000000002,1.4227600000000002,genroads,dave2,1,1.0,defocus_blur,0.06900560869076884,0.06900560869076884,0.24874697842295287,0.24874697842295287,0.06773659031688054,0.06773659031688054,0.009090282337860666,0.009090282337860666,pass_rate,2,udacity,robustness,0.4131627697841727,0.4131627697841727,1.4227600000000002,1.4227600000000002
49.67157809139785,49.67157809139785,97.98629500000001,97.98629500000001,0.4878672043010753,0.4878672043010753,0.99338,0.99338,genroads,dave2,1,0.0,defocus_blur,0.1224929518744544,0.1224929518744544,0.5365295898053976,0.5365295898053976,0.12133882285354869,0.12133882285354869,0.008405817231984549,0.008405817231984549,pass_rate,4,udacity,robustness,0.4878672043010753,0.4878672043010753,0.99338,0.99338
32.68361336448598,32.68361336448598,84.8586199999999,84.8586199999999,0.16393504672897197,0.16393504672897197,0.40226999999999996,0.40226999999999996,genroads,dave2,1,1.0,dotted_lines_mapping,0.015912958708092888,0.015912958708092888,0.042708558415351344,0.042708558415351344,0.013628957770010304,0.013628957770010304,0.005505474225104412,0.005505474225104412,pass_rate,2,udacity,robustness,0.16393504672897197,0.16393504672897197,0.40226999999999996,0.40226999999999996
30.335991046182844,30.335991046182844,81.3764,81.3764,0.15698360037700282,0.15698360037700282,0.3905,0.3905,genroads,dave2,1,1.0,dotted_lines_mapping,0.019427797901994268,0.019427797901994268,0.047848378980341846,0.047848378980341846,0.017334160629360787,0.017334160629360787,0.005962209682999413,0.005962209682999413,pass_rate,4,udacity,robustness,0.15698360037700282,0.15698360037700282,0.3905,0.3905
