map,model,sev0_E_dt,sev0_E_e,sev0_PR,sev0_p95_dt,sev0_p95_e,sev2_E_dt,sev2_E_e,sev2_PR,sev2_p95_dt,sev2_p95_e,sev4_E_dt,sev4_E_e,sev4_PR,sev4_p95_dt,sev4_p95_e,sim
genroads,dave2,0.01548877804153224,0.15090832369942195,1.0,0.042236320035285206,0.4074599999999996,0.06950140734439707,0.3091214529890335,0.8378378378378378,0.23304089969221958,0.936592567567567,0.13414292082038484,0.4014953245430594,0.5135135135135135,0.4522781540098327,1.2496285135135128,udacity
