epoch,loss,rmse,val_loss,val_rmse
38,0.01636295346543193,0.12791776055510012,0.01597214552263419,0.12638095395523088
39,0.014519425854086877,0.120496580258889,0.013998986842731634,0.11831731421365022
40,0.013135785236954689,0.11461145334108057,0.015260547399520874,0.12353358814314783
41,0.014389208890497685,0.1199550286169683,0.012853619952996572,0.11337380629138537
42,0.013388343714177608,0.11570801058776185,0.01254301859686772,0.11199561865031918
43,0.013005858287215233,0.11404322990522162,0.012434738998611769,0.11151116087016479
44,0.012680994719266892,0.11260992282772816,0.012740480713546276,0.11287373792670409
45,0.012923627067357302,0.11368213169780597,0.013413303531706333,0.11581581727772046
46,0.012066647410392761,0.10984829270586212,0.011261276590327421,0.10611916222024852
47,0.01181874955072999,0.10871407245950264,0.012933395492533842,0.11372508734898312
48,0.012245630286633969,0.11065997599237933,0.012766043345133463,0.11298691669894113
49,0.011894574388861656,0.10906225006326276,0.01282999012619257,0.11326954633171517
50,0.012540457304567099,0.11198418327856438,0.01262009795755148,0.1123392093507493
51,0.01252945801243186,0.11193506158676048,0.012595913062493006,0.11223151546019954
52,0.011589585058391094,0.1076549351325386,0.012430915298561255,0.11149401463110589
53,0.010650492832064628,0.10320122495428351,0.011723561212420464,0.10827539523095939
54,0.011252187937498093,0.10607633071283194,0.012962510498861471,0.11385302147444955
55,0.010787205398082733,0.10386147215441698,0.011586311583717665,0.10763973050745558
56,0.010629060678184032,0.10309733594125521,0.011170233599841595,0.1056893258557438
57,0.010555940493941308,0.1027421067232968,0.010073426179587841,0.10036645943535041
58,0.010305277071893215,0.10151491058900271,0.01160755225767692,0.10773835091404045
59,0.010958449263125659,0.10468261203813009,0.010980120549599329,0.10478607039869053
60,0.00964549882337451,0.09821150046391976,0.011462120028833548,0.10706129099181248
61,0.009808491729199887,0.09903782978841917,0.012286857701838017,0.11084609917285325
62,0.010486469324678182,0.10240346344083379,0.011502189561724663,0.10724826134592888
63,0.010391003265976907,0.10193627061049912,0.012316576826075712,0.11098007400464154
64,0.010344898235052824,0.10170987284945757,0.012403522618114948,0.11137110315568823
65,0.009183681849390269,0.09583152847257664,0.011043681452671686,0.10508892164577428
66,0.009248402807861567,0.09616861654334831,0.010996744967997074,0.10486536591266477
67,0.009219596441835166,0.09601872964081104,0.011188791133463383,0.10577708226957001
68,0.00920579507946968,0.09594683465060054,0.011023214707771936,0.10499149826424965
69,0.009378349222242833,0.09684187742006468,0.012419474311172962,0.11144269518982822
70,0.010117677226662635,0.10058666525271943,0.00987129503240188,0.09935439110780096
71,0.00973809463903308,0.09868178473777761,0.010528621884683767,0.102609073110928
72,0.009339391998946667,0.09664052979442252,0.011869528951744238,0.10894736780548779
73,0.009570678183808922,0.09782984301228803,0.010131577650705973,0.10065573829000497
74,0.009162292256951332,0.09571986343989074,0.011498122165600458,0.10722929714215447
75,0.008239005412906408,0.09076896723498845,0.010200818379720053,0.10099910088570122
76,0.007871661381796003,0.08872238376980188,0.009539006588359674,0.09766783804487368
77,0.008474605064839125,0.09205761817926382,0.010326198302209377,0.10161790345312866
78,0.008179603330790996,0.09044115949495006,0.010719864318768183,0.10353677761437326
79,0.00854678861796856,0.09244884324840717,0.010415780047575632,0.102057728994798
80,0.008417122904211283,0.09174487944409368,0.01051120056460301,0.10252414625151975
81,0.008480634586885572,0.09209036098792084,0.010321682939926783,0.10159568366779556
82,0.008171717682853342,0.09039755352250049,0.009697032471497854,0.09847351152212383
83,0.008503241045400501,0.09221301993428314,0.009974435592691103,0.0998720961665024
84,0.007880381122231484,0.08877151075785229,0.010839433719714483,0.10411260115718214
85,0.007929780194535852,0.0890493132738027,0.009813622571527958,0.09906372984865833
86,0.007788714673370123,0.08825369495590608,0.009704425930976868,0.09851104471569098
87,0.006951983366161585,0.08337855459386176,0.009504898761709532,0.09749307032661107
88,0.007454962283372879,0.08634212345878968,0.009114379063248634,0.09546925716296652
89,0.007204688433557749,0.08488043610607658,0.009802201762795448,0.09900606932302407
90,0.008174014324322344,0.09041025563685982,0.010371537879109383,0.1018407476362452
91,0.008170041628181935,0.09038828258232333,0.009779589250683784,0.09889180578128698
92,0.007494319882243872,0.08656973999177699,0.009805688013633093,0.099023674005932
93,0.007719035865738988,0.08785804383059634,0.01078358106315136,0.10384402276082798
94,0.007901213224977255,0.08888876883486042,0.010462593597670397,0.10228682025398188
95,0.007908176723867654,0.08892792994255322,0.010701742644111315,0.10344922737319653
96,0.00868282625451684,0.09318168411504935,0.010664481359223524,0.10326897578277575
97,0.00733023313805461,0.08561678070363665,0.00961336586624384,0.09804777338748616
98,0.007704079756513238,0.08777288736570786,0.008718624090154966,0.09337357276100645
99,0.00693369242362678,0.08326879621819197,0.009424658492207527,0.09708068032418977
100,0.0077046919614076614,0.08777637473379532,0.010412945412099361,0.10204384063773453
101,0.008360530016943812,0.09143593394800434,0.01069525039444367,0.10341784369461428
102,0.008302394999191165,0.09111747910906647,0.010158577002584934,0.10078976635842021
103,0.007415963429957628,0.08611598823655006,0.009397804737091064,0.09694227528323783
104,0.007721450598910451,0.08787178499899982,0.010098627458016077,0.10049192732760218
105,0.00686279758810997,0.08284200376686919,0.008797296943763891,0.09379390675179221
106,0.0068178203422576186,0.08257009351004527,0.00881442924340566,0.09388519182174397
107,0.007186960522085428,0.0847759430622003,0.009138617975016436,0.09559611903741927
108,0.007160500390455127,0.08461973995738303,0.00867227123429378,0.0931250301170087
109,0.006270456733182073,0.0791862155503221,0.008475825966646275,0.09206424912335012
110,0.006438343785703182,0.08023929078514579,0.007828418941547474,0.08847835295453614
111,0.006395721575245261,0.07997325537481428,0.008943436356882254,0.09456974334787133
112,0.006923717120662332,0.08320887645355111,0.009134069085121155,0.09557232384493512
113,0.00688391849398613,0.08296938287094903,0.00888004278143247,0.09423397891117868
114,0.006711431033909321,0.08192332411413322,0.008806196041405201,0.09384133439697669
115,0.0064101149328053,0.08006319337126955,0.008703822270035744,0.09329427779899335
116,0.006447878293693065,0.08029868176809048,0.008661955905457338,0.09306962933985145
117,0.007220772048458457,0.08497512605732607,0.008977585782607397,0.09475012286328391
118,0.006250427989289165,0.07905964829980693,0.008255744352936745,0.09086112674261058
119,0.006802231958135963,0.082475644636074,0.008531224137792984,0.09236462600905708
120,0.006242254516109824,0.07900793957641108,0.008275921456515789,0.09097209163537898
121,0.006196888629347086,0.07872031903738123,0.007637480118622382,0.08739267771742884
122,0.006170908687636256,0.07855513151689236,0.008266102522611618,0.0909181088816283
123,0.005715167429298162,0.07559872637351876,0.007941080567737421,0.08911274077110086
124,0.005890298867598176,0.07674828250585271,0.008662655328710874,0.09307338679080543
125,0.005701325088739395,0.0755071194573028,0.007612803330024083,0.08725138010383608
126,0.0056143649853765965,0.07492906635863412,0.008071606047451496,0.08984211733619982
127,0.005600051768124103,0.07483349362500794,0.007704720211525758,0.0877765356546142
128,0.005698109976947308,0.07548582633148627,0.008004932819555203,0.08947029015016773
129,0.005494124116376042,0.0741223590853397,0.008502269008507332,0.09220774917818639
130,0.0057886350899934765,0.07608308018208434,0.00795362206796805,0.089183081736213
131,0.005855678441002965,0.07652240483023887,0.0074088997207582,0.0860749657029162
132,0.006031245831400156,0.0776610959966453,0.007564891750613849,0.08697638616667083
133,0.005499607045203447,0.07415933552293634,0.00737366359680891,0.08587003899387091
134,0.005321738170459866,0.07295024448526452,0.0074825842554370565,0.08650193209077504
135,0.006205213721841574,0.07877317894970072,0.00816577502215902,0.09036467795637308
136,0.005470033036544919,0.07395967169035378,0.008024855827291807,0.08958155963864331
137,0.006280354270711541,0.07924868623965663,0.007915811302761236,0.08897084524023156
138,0.005992625979706645,0.0774120531939739,0.008269406544665495,0.09093627738513103
139,0.0059077117126435045,0.07686164005954794,0.007499293113748233,0.08659845907259686
140,0.005849430290982127,0.07648156830885548,0.007539414179821809,0.08682980006784427
141,0.005657136719673872,0.0752139396632956,0.00847585933903853,0.09206443036829441
142,0.005343520548194647,0.07309938815198556,0.007641413404295842,0.0874151783404681
143,0.006027528364211321,0.07763715839861297,0.007848740865786871,0.0885931197429398
144,0.00492715984582901,0.07019373081571466,0.009375774612029394,0.0968285836518814
145,0.005610088584944606,0.07490052459725903,0.00787015197177728,0.08871387699665301
146,0.005261747585609555,0.07253790447489888,0.00835910439491272,0.09142813787293669
147,0.005622582137584686,0.07498387918469333,0.008209395998468002,0.09060571725044729
148,0.005903285322710871,0.07683284013174882,0.00794584738711516,0.08913948276221463
149,0.005916744493879378,0.07692037762439403,0.008024589469035467,0.08958007294613834
150,0.005853485409170389,0.07650807414365093,0.008593743356565634,0.09270244525666857
151,0.005662113102152944,0.0752470139085462,0.009028738364577293,0.09501967356593735
152,0.0049421658739447595,0.07030053964191711,0.007952477317303419,0.08917666352417217
153,0.005059544369578362,0.0711304742679139,0.00774838092426459,0.08802488809572319
