epoch,loss,rmse,val_loss,val_rmse
1,0.07746947407722474,0.2783333865658677,0.07985486090183258,0.28258602389685267
2,0.07528855055570602,0.2743875918399118,0.07888499647378922,0.28086472985013483
3,0.07326728999614715,0.27067931209486096,0.069054680565993,0.262782572797347
4,0.0696204088628292,0.2638567961278034,0.06759290148814519,0.2599863486572808
5,0.06533248797059059,0.2556022065057158,0.06290762995680173,0.25081393493345167
6,0.05911533907055855,0.24313646182865817,0.05374697347482046,0.2318339351234423
7,0.048427818715572356,0.22006321527136777,0.042979647715886436,0.20731533401050303
8,0.039413660392165185,0.19852873946148247,0.03395825748642286,0.18427766410073376
9,0.03421180881559849,0.18496434471432185,0.03369218856096268,0.18355432046389614
10,0.032044819369912145,0.17901066831312637,0.03080013518532117,0.17549967289234808
11,0.0283813601359725,0.16846768276429905,0.02670237049460411,0.163408599818382
12,0.026849362440407275,0.16385775062659463,0.02598279652496179,0.1611918004271985
13,0.02689190786331892,0.16398752349895074,0.0260000874598821,0.1612454261673245
14,0.02530220877379179,0.15906668027526,0.023889886836210888,0.15456353656736407
15,0.023577858135104178,0.153550832414234,0.024798496315876644,0.1574753832060003
16,0.0226980434730649,0.1506586986305965,0.022683249165614445,0.15060959187785633
17,0.02228182889521122,0.14927099147259396,0.01970852166414261,0.14038704236553531
18,0.022305074147880077,0.14934883376806155,0.021839625512560207,0.14778235859722977
19,0.021281291916966438,0.14588108827728985,0.02165650948882103,0.14716150817663234
20,0.02159274574369192,0.146944703013385,0.02124683124323686,0.14576292821989018
21,0.01983092539012432,0.1408223185085529,0.01856428508957227,0.1362508168400185
22,0.018966509401798247,0.13771895077220944,0.018615862354636192,0.1364399587900707
23,0.019653680548071862,0.14019158515428756,0.019585874552528065,0.13994954288073994
24,0.01938249822705984,0.13922104089202839,0.02279503457248211,0.15098024563658025
25,0.019683401100337505,0.14029754488349933,0.01862418030699094,0.1364704374836944
26,0.017950104363262654,0.13397799954941353,0.018016541376709938,0.13422571056511468
27,0.0181679573841393,0.13478856547993712,0.016216508423288662,0.12734405531193305
28,0.016735440585762262,0.12936553090279598,0.016470544040203094,0.12833761740114663
29,0.018493646010756492,0.13599134535240281,0.017112554982304573,0.130814964672642
30,0.018700475804507732,0.1367496830142861,0.01897645617524783,0.137755058619449
31,0.01788030657917261,0.13371726357943695,0.016926501567165058,0.13010188917600335
32,0.01647651717066765,0.12836088645170557,0.017013898119330406,0.13043733407015956
33,0.0153565495274961,0.12392154585662696,0.015391527364651362,0.12406259454263949
34,0.015063028782606125,0.12273153132999737,0.01466927770525217,0.12111679365493527
35,0.014341553766280412,0.11975622641967479,0.01479743296901385,0.12164469971607414
36,0.01452448796480894,0.12051758363329784,0.014830904391904673,0.12178220063664752
37,0.015026899240911006,0.12258425364177492,0.014483056652049223,0.12034557180074897
