dt_mean,dt_p95,e_mean,e_p95,map,model,n_conditions,pr,severity,sim,test_type
0.015815885549039878,0.046971059930325715,0.1492188679245283,0.41703999999999997,genroads,vit,1,1.0,0,udacity,robustness
0.04761007513072535,0.1144065913882069,0.22753314987351703,0.6185745945945945,genroads,vit,37,0.9459459459459459,2,udacity,robustness
0.15037415970021817,0.4011068897682553,0.4979486461625079,1.4653198648648647,genroads,vit,37,0.6486486486486487,4,udacity,robustness
