map,model,sev0_E_dt,sev0_E_e,sev0_PR,sev0_p95_dt,sev0_p95_e,sev2_E_dt,sev2_E_e,sev2_PR,sev2_p95_dt,sev2_p95_e,sev4_E_dt,sev4_E_e,sev4_PR,sev4_p95_dt,sev4_p95_e,sim
genroads,vit,0.015815885549039878,0.1492188679245283,1.0,0.046971059930325715,0.41703999999999997,0.04761007513072535,0.22753314987351703,0.9459459459459459,0.1144065913882069,0.6185745945945945,0.15037415970021817,0.4979486461625079,0.6486486486486487,0.4011068897682553,1.4653198648648647,udacity
