angle_abs_mean_mean,angle_abs_mean_pre_mean,angle_abs_p95_mean,angle_abs_p95_pre_mean,map,mean_segments_passed_per_run,mean_segments_passed_rate_per_run,model,n_entries,n_runs,perturbation,pid_dev_mean_mean,pid_dev_mean_pre_mean,pid_dev_p95_mean,pid_dev_p95_pre_mean,pid_mae_steer_mean,pid_mae_steer_pre_mean,pid_mae_throttle_mean,pid_mae_throttle_pre_mean,primary_metric,segment_pass_rate_micro,severity,sim,test_type,xte_abs_mean_mean,xte_abs_mean_pre_mean,xte_abs_p95_mean,xte_abs_p95_pre_mean
20.457089673642354,23.138535586243318,46.75572011538461,52.78538486384615,jungle,3.0,0.23076923076923078,dave2_gru,65,1,baseline,0.8578910572448059,0.7896664773764376,1.0533968914816612,1.0319925904686045,0.17984233866135588,0.18698706168939735,0.8116572483422532,0.7254870245206553,mean_segments_passed_rate_per_run,0.13846153846153847,0,udacity,generalization,0.6611664755982867,0.8415680673129459,2.691829138396922,2.8986545770123064
